 frequency       Tmag            Tphase         
 5.62341325e+01  7.27590148e+01 -1.15315351e+01 
 6.30957344e+01  7.27143092e+01 -1.28940054e+01 
 7.07945784e+01  7.26586746e+01 -1.44051971e+01 
 7.94328235e+01  7.25896333e+01 -1.60766615e+01 
 8.91250938e+01  7.25042475e+01 -1.79190838e+01 
 1.00000000e+02  7.23990865e+01 -1.99415319e+01 
 1.12201845e+02  7.22702177e+01 -2.21505209e+01 
 1.25892541e+02  7.21132366e+01 -2.45489153e+01 
 1.41253754e+02  7.19233505e+01 -2.71347349e+01 
 1.58489319e+02  7.16955300e+01 -2.98999859e+01 
 1.77827941e+02  7.14247346e+01 -3.28296986e+01 
 1.99526231e+02  7.11062062e+01 -3.59013959e+01 
 2.23872114e+02  7.07358091e+01 -3.90852164e+01 
 2.51188643e+02  7.03103734e+01 -4.23448512e+01 
 2.81838293e+02  6.98279889e+01 -4.56393133e+01 
 3.16227766e+02  6.92881949e+01 -4.89253795e+01 
 3.54813389e+02  6.86920269e+01 -5.21603723e+01 
 3.98107171e+02  6.80419122e+01 -5.53048574e+01 
 4.46683592e+02  6.73414333e+01 -5.83248565e+01 
 5.01187234e+02  6.65950084e+01 -6.11933035e+01 
 5.62341325e+02  6.58075434e+01 -6.38906547e+01 
 6.30957344e+02  6.49841060e+01 -6.64047345e+01 
 7.07945784e+02  6.41296566e+01 -6.87300095e+01 
 7.94328235e+02  6.32488516e+01 -7.08665213e+01 
 8.91250938e+02  6.23459195e+01 -7.28186897e+01 
 1.00000000e+03  6.14245999e+01 -7.45941446e+01 
 1.12201845e+03  6.04881298e+01 -7.62026858e+01 
 1.25892541e+03  5.95392643e+01 -7.76554185e+01 
 1.41253754e+03  5.85803153e+01 -7.89640731e+01 
 1.58489319e+03  5.76132020e+01 -8.01404962e+01 
 1.77827941e+03  5.66395035e+01 -8.11962885e+01 
 1.99526231e+03  5.56605097e+01 -8.21425616e+01 
 2.23872114e+03  5.46772684e+01 -8.29897995e+01 
 2.51188643e+03  5.36906263e+01 -8.37477183e+01 
 2.81838293e+03  5.27012662e+01 -8.44253199e+01 
 3.16227766e+03  5.17097365e+01 -8.50308309e+01 
 3.54813389e+03  5.07164764e+01 -8.55717413e+01 
 3.98107171e+03  4.97218376e+01 -8.60548488e+01 
 4.46683592e+03  4.87261008e+01 -8.64862712e+01 
 5.01187234e+03  4.77294902e+01 -8.68715463e+01 
 5.62341325e+03  4.67321843e+01 -8.72156474e+01 
 6.30957344e+03  4.57343256e+01 -8.75230519e+01 
 7.07945784e+03  4.47360272e+01 -8.77977522e+01 
 7.94328235e+03  4.37373792e+01 -8.80433494e+01 
 8.91250938e+03  4.27384534e+01 -8.82630675e+01 
 1.00000000e+04  4.17393069e+01 -8.84598004e+01 
 1.12201845e+04  4.07399849e+01 -8.86361343e+01 
 1.25892541e+04  3.97405234e+01 -8.87944078e+01 
 1.41253754e+04  3.87409512e+01 -8.89367007e+01 
 1.58489319e+04  3.77412909e+01 -8.90648998e+01 
 1.77827941e+04  3.67415606e+01 -8.91807033e+01 
 1.99526231e+04  3.57417747e+01 -8.92856420e+01 
 2.23872114e+04  3.47419445e+01 -8.93811058e+01 
 2.51188643e+04  3.37420792e+01 -8.94683609e+01 
 2.81838293e+04  3.27421858e+01 -8.95485659e+01 
 3.16227766e+04  3.17422701e+01 -8.96227819e+01 
 3.54813389e+04  3.07423365e+01 -8.96919934e+01 
 3.98107171e+04  2.97423886e+01 -8.97571185e+01 
 4.46683592e+04  2.87424291e+01 -8.98190231e+01 
 5.01187234e+04  2.77424603e+01 -8.98785253e+01 
 5.62341325e+04  2.67424837e+01 -8.99364162e+01 
 6.30957344e+04  2.57425006e+01 -8.99934647e+01 
 7.07945784e+04  2.47425119e+01 -9.00504255e+01 
 7.94328235e+04  2.37425182e+01 -9.01080566e+01 
 8.91250938e+04  2.27425199e+01 -9.01671210e+01 
 1.00000000e+05  2.17425171e+01 -9.02284038e+01 
 1.12201845e+05  2.07425095e+01 -9.02927174e+01 
 1.25892541e+05  1.97424967e+01 -9.03609158e+01 
 1.41253754e+05  1.87424782e+01 -9.04339042e+01 
 1.58489319e+05  1.77424530e+01 -9.05126507e+01 
 1.77827941e+05  1.67424195e+01 -9.05982013e+01 
 1.99526231e+05  1.57423762e+01 -9.06916914e+01 
 2.23872114e+05  1.47423207e+01 -9.07943625e+01 
 2.51188643e+05  1.37422500e+01 -9.09075778e+01 
 2.81838293e+05  1.27421602e+01 -9.10328413e+01 
 3.16227766e+05  1.17420468e+01 -9.11718171e+01 
 3.54813389e+05  1.07419035e+01 -9.13263522e+01 
 3.98107171e+05  9.74172285e+00 -9.14985015e+01 
 4.46683592e+05  8.74149498e+00 -9.16905552e+01 
 5.01187234e+05  7.74120778e+00 -9.19050702e+01 
 5.62341325e+05  6.74084583e+00 -9.21449046e+01 
 6.30957344e+05  5.74038966e+00 -9.24132574e+01 
 7.07945784e+05  4.73981467e+00 -9.27137132e+01 
 7.94328235e+05  3.73908978e+00 -9.30502919e+01 
 8.91250938e+05  2.73817562e+00 -9.34275067e+01 
 1.00000000e+06  1.73702237e+00 -9.38504293e+01 
 1.12201845e+06  7.35566618e-01 -9.43247655e+01 
 1.25892541e+06 -2.66272137e-01 -9.48569417e+01 
 1.41253754e+06 -1.26859664e+00 -9.54542070e+01 
 1.58489319e+06 -2.27153844e+00 -9.61247515e+01 
 1.77827941e+06 -3.27526659e+00 -9.68778474e+01 
 1.99526231e+06 -4.27999946e+00 -9.77240173e+01 
 2.23872114e+06 -5.28602121e+00 -9.86752380e+01 
 2.51188643e+06 -6.29370431e+00 -9.97451896e+01 
 2.81838293e+06 -7.30354212e+00 -1.00949564e+02 
 3.16227766e+06 -8.31619608e+00 -1.02306447e+02 
 3.54813389e+06 -9.33256627e+00 -1.03836803e+02 
 3.98107171e+06 -1.03538992e+01 -1.05565065e+02 
 4.46683592e+06 -1.13819563e+01 -1.07519858e+02 
 5.01187234e+06 -1.24192833e+01 -1.09734800e+02 
 5.62341325e+06 -1.34696466e+01 -1.12249199e+02 
 6.30957344e+06 -1.45387367e+01 -1.15108105e+02 
 7.07945784e+06 -1.56352686e+01 -1.18360274e+02 
 7.94328235e+06 -1.67725255e+01 -1.22050731e+02 
 8.91250938e+06 -1.79699097e+01 -1.26201662e+02 
 1.00000000e+07 -1.92525252e+01 -1.30774697e+02 
 1.12201845e+07 -2.06442190e+01 -1.35623985e+02 
 1.25892541e+07 -2.21509240e+01 -1.40502457e+02 
 1.41253754e+07 -2.37478362e+01 -1.45211358e+02 
 1.58489319e+07 -2.53999124e+01 -1.49800129e+02 
 1.77827941e+07 -2.71062495e+01 -1.54513848e+02 
 1.99526231e+07 -2.89136854e+01 -1.59488295e+02 
 2.23872114e+07 -3.08889216e+01 -1.64514083e+02 
 2.51188643e+07 -3.30780227e+01 -1.68970399e+02 
 2.81838293e+07 -3.54578637e+01 -1.71882797e+02 
 3.16227766e+07 -3.78757577e+01 -1.72266354e+02 
 3.54813389e+07 -4.00402709e+01 -1.70035060e+02 
 3.98107171e+07 -4.17004363e+01 -1.66840785e+02 
 4.46683592e+07 -4.28914378e+01 -1.65040832e+02 
 5.01187234e+07 -4.38568427e+01 -1.65760272e+02 
 5.62341325e+07 -4.48034454e+01 -1.68781859e+02 
 6.30957344e+07 -4.58249043e+01 -1.73460874e+02 
 7.07945784e+07 -4.69402666e+01 -1.79238994e+02 
 7.94328235e+07 -4.81357757e+01 -1.85741966e+02 
 8.91250938e+07 -4.93867802e+01 -1.92740976e+02 
 1.00000000e+08 -5.06668210e+01 -2.00099428e+02 
 1.12201845e+08 -5.19509211e+01 -2.07732708e+02 
 1.25892541e+08 -5.32166076e+01 -2.15581568e+02 
 1.41253754e+08 -5.44441662e+01 -2.23595471e+02 
 1.58489319e+08 -5.56167095e+01 -2.31722827e+02 
 1.77827941e+08 -5.67202613e+01 -2.39906183e+02 
 1.99526231e+08 -5.77438842e+01 -2.48081037e+02 
 2.23872114e+08 -5.86798081e+01 -2.56177277e+02 
 2.51188643e+08 -5.95234878e+01 -2.64122316e+02 
 2.81838293e+08 -6.02735264e+01 -2.71845104e+02 
 3.16227766e+08 -6.09314304e+01 -2.79280206e+02 
 3.54813389e+08 -6.15011984e+01 -2.86371333e+02 
 3.98107171e+08 -6.19887840e+01 -2.93073867e+02 
 4.46683592e+08 -6.24014937e+01 -2.99356155e+02 
 5.01187234e+08 -6.27473906e+01 -3.05199594e+02 
 5.62341325e+08 -6.30347632e+01 -3.10597697e+02 
 6.30957344e+08 -6.32716969e+01 -3.15554452e+02 
 7.07945784e+08 -6.34657668e+01 -3.20082301e+02 
 7.94328235e+08 -6.36238449e+01 -3.24200037e+02 
 8.91250938e+08 -6.37520066e+01 -3.27930836e+02 
 1.00000000e+09 -6.38555114e+01 -3.31300538e+02 
 1.12201845e+09 -6.39388364e+01 -3.34336261e+02 
 1.25892541e+09 -6.40057408e+01 -3.37065324e+02 
 1.41253754e+09 -6.40593463e+01 -3.39514461e+02 
 1.58489319e+09 -6.41022223e+01 -3.41709285e+02 
 1.77827941e+09 -6.41364686e+01 -3.43673943e+02 
 1.99526231e+09 -6.41637912e+01 -3.45430920e+02 
 2.23872114e+09 -6.41855699e+01 -3.47000960e+02 
 2.51188643e+09 -6.42029165e+01 -3.48403058e+02 
 2.81838293e+09 -6.42167244e+01 -3.49654504e+02 
 3.16227766e+09 -6.42277095e+01 -3.50770970e+02 
 3.54813389e+09 -6.42364445e+01 -3.51766604e+02 
 3.98107171e+09 -6.42433869e+01 -3.52654143e+02 
 4.46683592e+09 -6.42489013e+01 -3.53445029e+02 
 5.01187234e+09 -6.42532784e+01 -3.54149517e+02 
 5.62341325e+09 -6.42567493e+01 -3.54776786e+02 
 6.30957344e+09 -6.42594975e+01 -3.55335041e+02 
 7.07945784e+09 -6.42616687e+01 -3.55831604e+02 
 7.94328235e+09 -6.42633780e+01 -3.56273006e+02 
 8.91250938e+09 -6.42647161e+01 -3.56665063e+02 
 1.00000000e+10 -6.42657541e+01 -3.57012948e+02 
 1.12201845e+10 -6.42665471e+01 -3.57321260e+02 
 1.25892541e+10 -6.42671374e+01 -3.57594079e+02 
 1.41253754e+10 -6.42675564e+01 -3.57835021e+02 
 1.58489319e+10 -6.42678265e+01 -3.58047284e+02 
 1.77827941e+10 -6.42679624e+01 -3.58233692e+02 
 1.99526231e+10 -6.42679714e+01 -3.58396734e+02 
 2.23872114e+10 -6.42678546e+01 -3.58538594e+02 
 2.51188643e+10 -6.42676065e+01 -3.58661188e+02 
 2.81838293e+10 -6.42672151e+01 -3.58766192e+02 
 3.16227766e+10 -6.42666614e+01 -3.58855067e+02 
 3.54813389e+10 -6.42659188e+01 -3.58929090e+02 
 3.98107171e+10 -6.42649525e+01 -3.58989378e+02 
 4.46683592e+10 -6.42637184e+01 -3.59036922e+02 
 5.01187234e+10 -6.42621622e+01 -3.59072614e+02 
 5.62341325e+10 -6.42602190e+01 -3.59097294e+02 
 6.30957344e+10 -6.42578134e+01 -3.59111789e+02 
 7.07945784e+10 -6.42548605e+01 -3.59116975e+02 
 7.94328235e+10 -6.42512702e+01 -3.59113843e+02 
 8.91250938e+10 -6.42469538e+01 -3.59103585e+02 
 1.00000000e+11 -6.42418375e+01 -3.59087684e+02 
 1.12201845e+11 -6.42358831e+01 -3.59068016e+02 
 1.25892541e+11 -6.42291209e+01 -3.59046935e+02 
 1.41253754e+11 -6.42216976e+01 -3.59027312e+02 
 1.58489319e+11 -6.42139412e+01 -3.59012491e+02 
 1.77827941e+11 -6.42064445e+01 -3.59006059e+02 
 1.99526231e+11 -6.42001613e+01 -3.59011346e+02 
 2.23872114e+11 -6.41965001e+01 -3.59030527e+02 
 2.51188643e+11 -6.41973887e+01 -3.59063216e+02 
 2.81838293e+11 -6.42052640e+01 -3.59104511e+02 
 3.16227766e+11 -6.42229303e+01 -3.59142594e+02 
 3.54813389e+11 -6.42532210e+01 -3.59156206e+02 
 3.98107171e+11 -6.42984146e+01 -3.59112613e+02 
 4.46683592e+11 -6.43593931e+01 -3.58966973e+02 
 5.01187234e+11 -6.44345990e+01 -3.58664232e+02 
 5.62341325e+11 -6.45189545e+01 -3.58144715e+02 
 6.30957344e+11 -6.46030399e+01 -3.57354248e+02 
 7.07945784e+11 -6.46729788e+01 -3.56258607e+02 
 7.94328235e+11 -6.47115475e+01 -3.54860016e+02 
 8.91250938e+11 -6.47008453e+01 -3.53210446e+02 
 1.00000000e+12 -6.46262393e+01 -3.51414367e+02 
