 frequency       db(v(Vout))     180*cph(v(Vout))/pi v(Vout)         v(Vout)        
 1.77827941e+09 -5.22244315e+01 -9.85554339e-01  2.44745194e-03 -4.21031849e-05 
 1.99526231e+09 -5.22255391e+01 -8.44886794e-01  2.44723585e-03 -3.60896936e-05 
 2.23872114e+09 -5.22264189e+01 -7.14575148e-01  2.44706372e-03 -3.05206003e-05 
 2.51188643e+09 -5.22271111e+01 -5.93137670e-01  2.44692789e-03 -2.53320047e-05 
 2.81838293e+09 -5.22276485e+01 -4.79139357e-01  2.44682208e-03 -2.04621719e-05 
 3.16227766e+09 -5.22280569e+01 -3.71193187e-01  2.44674124e-03 -1.58515408e-05 
 3.54813389e+09 -5.22283564e+01 -2.67956313e-01  2.44668146e-03 -1.14425273e-05 
 3.98107171e+09 -5.22285619e+01 -1.68122722e-01  2.44663980e-03 -7.17918364e-06 
 4.46683592e+09 -5.22286837e+01 -7.04134368e-02  2.44661417e-03 -3.00675897e-06 
 5.01187234e+09 -5.22287278e+01  2.64350534e-02  2.44660333e-03  1.12881079e-06 
 5.62341325e+09 -5.22286964e+01  1.23683625e-01  2.44660673e-03  5.28146510e-06 
 6.30957344e+09 -5.22285876e+01  2.22604364e-01  2.44662462e-03  9.50562262e-06 
 7.07945784e+09 -5.22283955e+01  3.24495254e-01  2.44665796e-03  1.38568214e-05 
 7.94328235e+09 -5.22281098e+01  4.30695647e-01  2.44670854e-03  1.83923942e-05 
 8.91250938e+09 -5.22277154e+01  5.42602514e-01  2.44677906e-03  2.31721807e-05 
 1.00000000e+10 -5.22271912e+01  6.61687515e-01  2.44687328e-03  2.82592801e-05 
 1.12201845e+10 -5.22265094e+01  7.89514932e-01  2.44699621e-03  3.37208490e-05 
 1.25892541e+10 -5.22256338e+01  9.27760514e-01  2.44715439e-03  3.96289515e-05 
 1.41253754e+10 -5.22245181e+01  1.07823127e+00  2.44735624e-03  4.60614657e-05 
 1.58489319e+10 -5.22231031e+01  1.24288618e+00  2.44761247e-03  5.31030555e-05 
 1.77827941e+10 -5.22213140e+01  1.42385764e+00  2.44793669e-03  6.08462102e-05 
 1.99526231e+10 -5.22190565e+01  1.62347358e+00  2.44834609e-03  6.93923590e-05 
 2.23872114e+10 -5.22162118e+01  1.84427960e+00  2.44886238e-03  7.88530580e-05 
 2.51188643e+10 -5.22126306e+01  2.08906055e+00  2.44951289e-03  8.93512504e-05 
 2.81838293e+10 -5.22081257e+01  2.36086041e+00  2.45033199e-03  1.01022588e-04 
 3.16227766e+10 -5.22024628e+01  2.66299884e+00  2.45136288e-03  1.14016796e-04 
 3.54813389e+10 -5.21953491e+01  2.99908197e+00  2.45265981e-03  1.28499048e-04 
 3.98107171e+10 -5.21864197e+01  3.37300392e+00  2.45429080e-03  1.44651302e-04 
 4.46683592e+10 -5.21752207e+01  3.78893442e+00  2.45634106e-03  1.62673511e-04 
 5.01187234e+10 -5.21611901e+01  4.25128575e+00  2.45891716e-03  1.82784594e-04 
 5.62341325e+10 -5.21436343e+01  4.76465034e+00  2.46215217e-03  2.05222993e-04 
 6.30957344e+10 -5.21217024e+01  5.33369729e+00  2.46621189e-03  2.30246572e-04 
 7.07945784e+10 -5.20943571e+01  5.96301351e+00  2.47130228e-03  2.58131508e-04 
 7.94328235e+10 -5.20603446e+01  6.65687166e+00  2.47767834e-03  2.89169714e-04 
 8.91250938e+10 -5.20181662e+01  7.41890511e+00  2.48565437e-03  3.23664166e-04 
 1.00000000e+11 -5.19660542e+01  8.25166992e+00  2.49561560e-03  3.61921306e-04 
 1.12201845e+11 -5.19019607e+01  9.15607758e+00  2.50803078e-03  4.04239523e-04 
 1.25892541e+11 -5.18235660e+01  1.01306936e+01  2.52346519e-03  4.50892471e-04 
 1.41253754e+11 -5.17283196e+01  1.11709190e+01  2.54259251e-03  5.02105895e-04 
 1.58489319e+11 -5.16135268e+01  1.22681070e+01  2.56620366e-03  5.58026712e-04 
 1.77827941e+11 -5.14764930e+01  1.34087201e+01  2.59520932e-03  6.18683479e-04 
 1.99526231e+11 -5.13147337e+01  1.45736900e+01  2.63063182e-03  6.83938483e-04 
 2.23872114e+11 -5.11262479e+01  1.57382013e+01  2.67358108e-03  7.53433530e-04 
 2.51188643e+11 -5.09098329e+01  1.68721394e+01  2.72520886e-03  8.26534489e-04 
 2.81838293e+11 -5.06653993e+01  1.79413998e+01  2.78663721e-03  9.02283389e-04 
 3.16227766e+11 -5.03942226e+01  1.89101166e+01  2.85886027e-03  9.79370639e-04 
 3.54813389e+11 -5.00990624e+01  1.97436428e+01  2.94262575e-03  1.05614203e-03 
 3.98107171e+11 -4.97840934e+01  2.04118538e+01  3.03831064e-03  1.13065318e-03 
 4.46683592e+11 -4.94546311e+01  2.08921605e+01  3.14581423e-03  1.20077648e-03 
 5.01187234e+11 -4.91166867e+01  2.11715968e+01  3.26449406e-03  1.26435238e-03 
 5.62341325e+11 -4.87764361e+01  2.12475473e+01  3.39316519e-03  1.31936256e-03 
 6.30957344e+11 -4.84397091e+01  2.11270340e+01  3.53016848e-03  1.36409265e-03 
 7.07945784e+11 -4.81115919e+01  2.08248503e+01  3.67349488e-03  1.39725327e-03 
 7.94328235e+11 -4.77961972e+01  2.03610800e+01  3.82093819e-03  1.41804045e-03 
 8.91250938e+11 -4.74966053e+01  1.97585813e+01  3.97024425e-03  1.42613466e-03 
 1.00000000e+12 -4.72149389e+01  1.90408886e+01  4.11923225e-03  1.42165440e-03 
