 v-sweep         v(Vout)         v-sweep         v(V2)           v-sweep         v(V1)          
 1.32000000e+00  1.78735069e+00  1.32000000e+00  9.00000000e-01  1.32000000e+00  1.32000000e+00 
 1.33000000e+00  1.78735080e+00  1.33000000e+00  9.00000000e-01  1.33000000e+00  1.33000000e+00 
 1.34000000e+00  1.78735091e+00  1.34000000e+00  9.00000000e-01  1.34000000e+00  1.34000000e+00 
 1.35000000e+00  1.78735101e+00  1.35000000e+00  9.00000000e-01  1.35000000e+00  1.35000000e+00 
 1.36000000e+00  1.78735111e+00  1.36000000e+00  9.00000000e-01  1.36000000e+00  1.36000000e+00 
 1.37000000e+00  1.78735119e+00  1.37000000e+00  9.00000000e-01  1.37000000e+00  1.37000000e+00 
 1.38000000e+00  1.78735128e+00  1.38000000e+00  9.00000000e-01  1.38000000e+00  1.38000000e+00 
 1.39000000e+00  1.78735135e+00  1.39000000e+00  9.00000000e-01  1.39000000e+00  1.39000000e+00 
 1.40000000e+00  1.78735143e+00  1.40000000e+00  9.00000000e-01  1.40000000e+00  1.40000000e+00 
 1.41000000e+00  1.78735149e+00  1.41000000e+00  9.00000000e-01  1.41000000e+00  1.41000000e+00 
 1.42000000e+00  1.78735156e+00  1.42000000e+00  9.00000000e-01  1.42000000e+00  1.42000000e+00 
 1.43000000e+00  1.78735162e+00  1.43000000e+00  9.00000000e-01  1.43000000e+00  1.43000000e+00 
 1.44000000e+00  1.78735168e+00  1.44000000e+00  9.00000000e-01  1.44000000e+00  1.44000000e+00 
 1.45000000e+00  1.78735173e+00  1.45000000e+00  9.00000000e-01  1.45000000e+00  1.45000000e+00 
 1.46000000e+00  1.78735178e+00  1.46000000e+00  9.00000000e-01  1.46000000e+00  1.46000000e+00 
 1.47000000e+00  1.78735183e+00  1.47000000e+00  9.00000000e-01  1.47000000e+00  1.47000000e+00 
 1.48000000e+00  1.78735188e+00  1.48000000e+00  9.00000000e-01  1.48000000e+00  1.48000000e+00 
 1.49000000e+00  1.78735192e+00  1.49000000e+00  9.00000000e-01  1.49000000e+00  1.49000000e+00 
 1.50000000e+00  1.78735197e+00  1.50000000e+00  9.00000000e-01  1.50000000e+00  1.50000000e+00 
 1.51000000e+00  1.78735201e+00  1.51000000e+00  9.00000000e-01  1.51000000e+00  1.51000000e+00 
 1.52000000e+00  1.78735205e+00  1.52000000e+00  9.00000000e-01  1.52000000e+00  1.52000000e+00 
 1.53000000e+00  1.78735208e+00  1.53000000e+00  9.00000000e-01  1.53000000e+00  1.53000000e+00 
 1.54000000e+00  1.78735212e+00  1.54000000e+00  9.00000000e-01  1.54000000e+00  1.54000000e+00 
 1.55000000e+00  1.78735215e+00  1.55000000e+00  9.00000000e-01  1.55000000e+00  1.55000000e+00 
 1.56000000e+00  1.78735219e+00  1.56000000e+00  9.00000000e-01  1.56000000e+00  1.56000000e+00 
 1.57000000e+00  1.78735222e+00  1.57000000e+00  9.00000000e-01  1.57000000e+00  1.57000000e+00 
 1.58000000e+00  1.78735225e+00  1.58000000e+00  9.00000000e-01  1.58000000e+00  1.58000000e+00 
 1.59000000e+00  1.78735228e+00  1.59000000e+00  9.00000000e-01  1.59000000e+00  1.59000000e+00 
 1.60000000e+00  1.78735230e+00  1.60000000e+00  9.00000000e-01  1.60000000e+00  1.60000000e+00 
 1.61000000e+00  1.78735233e+00  1.61000000e+00  9.00000000e-01  1.61000000e+00  1.61000000e+00 
 1.62000000e+00  1.78735236e+00  1.62000000e+00  9.00000000e-01  1.62000000e+00  1.62000000e+00 
 1.63000000e+00  1.78735238e+00  1.63000000e+00  9.00000000e-01  1.63000000e+00  1.63000000e+00 
 1.64000000e+00  1.78735241e+00  1.64000000e+00  9.00000000e-01  1.64000000e+00  1.64000000e+00 
 1.65000000e+00  1.78735243e+00  1.65000000e+00  9.00000000e-01  1.65000000e+00  1.65000000e+00 
 1.66000000e+00  1.78735245e+00  1.66000000e+00  9.00000000e-01  1.66000000e+00  1.66000000e+00 
 1.67000000e+00  1.78735247e+00  1.67000000e+00  9.00000000e-01  1.67000000e+00  1.67000000e+00 
 1.68000000e+00  1.78735249e+00  1.68000000e+00  9.00000000e-01  1.68000000e+00  1.68000000e+00 
 1.69000000e+00  1.78735251e+00  1.69000000e+00  9.00000000e-01  1.69000000e+00  1.69000000e+00 
 1.70000000e+00  1.78735253e+00  1.70000000e+00  9.00000000e-01  1.70000000e+00  1.70000000e+00 
 1.71000000e+00  1.78735255e+00  1.71000000e+00  9.00000000e-01  1.71000000e+00  1.71000000e+00 
 1.72000000e+00  1.78735257e+00  1.72000000e+00  9.00000000e-01  1.72000000e+00  1.72000000e+00 
 1.73000000e+00  1.78735259e+00  1.73000000e+00  9.00000000e-01  1.73000000e+00  1.73000000e+00 
 1.74000000e+00  1.78735260e+00  1.74000000e+00  9.00000000e-01  1.74000000e+00  1.74000000e+00 
 1.75000000e+00  1.78735262e+00  1.75000000e+00  9.00000000e-01  1.75000000e+00  1.75000000e+00 
 1.76000000e+00  1.78735264e+00  1.76000000e+00  9.00000000e-01  1.76000000e+00  1.76000000e+00 
 1.77000000e+00  1.78735265e+00  1.77000000e+00  9.00000000e-01  1.77000000e+00  1.77000000e+00 
 1.78000000e+00  1.78735267e+00  1.78000000e+00  9.00000000e-01  1.78000000e+00  1.78000000e+00 
 1.79000000e+00  1.78735268e+00  1.79000000e+00  9.00000000e-01  1.79000000e+00  1.79000000e+00 
 1.80000000e+00  1.78735270e+00  1.80000000e+00  9.00000000e-01  1.80000000e+00  1.80000000e+00 
 0.00000000e+00  6.05257112e-08  0.00000000e+00  1.10000000e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-02  6.05257138e-08  1.00000000e-02  1.10000000e+00  1.00000000e-02  1.00000000e-02 
 2.00000000e-02  6.05257171e-08  2.00000000e-02  1.10000000e+00  2.00000000e-02  2.00000000e-02 
 3.00000000e-02  6.05257218e-08  3.00000000e-02  1.10000000e+00  3.00000000e-02  3.00000000e-02 
 4.00000000e-02  6.05257262e-08  4.00000000e-02  1.10000000e+00  4.00000000e-02  4.00000000e-02 
 5.00000000e-02  6.05257341e-08  5.00000000e-02  1.10000000e+00  5.00000000e-02  5.00000000e-02 
 6.00000000e-02  6.05257434e-08  6.00000000e-02  1.10000000e+00  6.00000000e-02  6.00000000e-02 
 7.00000000e-02  6.05257549e-08  7.00000000e-02  1.10000000e+00  7.00000000e-02  7.00000000e-02 
 8.00000000e-02  6.05257711e-08  8.00000000e-02  1.10000000e+00  8.00000000e-02  8.00000000e-02 
 9.00000000e-02  6.05257935e-08  9.00000000e-02  1.10000000e+00  9.00000000e-02  9.00000000e-02 
 1.00000000e-01  6.05258215e-08  1.00000000e-01  1.10000000e+00  1.00000000e-01  1.00000000e-01 
 1.10000000e-01  6.05258587e-08  1.10000000e-01  1.10000000e+00  1.10000000e-01  1.10000000e-01 
 1.20000000e-01  6.05259054e-08  1.20000000e-01  1.10000000e+00  1.20000000e-01  1.20000000e-01 
 1.30000000e-01  6.05259702e-08  1.30000000e-01  1.10000000e+00  1.30000000e-01  1.30000000e-01 
 1.40000000e-01  6.05260517e-08  1.40000000e-01  1.10000000e+00  1.40000000e-01  1.40000000e-01 
 1.50000000e-01  6.05261601e-08  1.50000000e-01  1.10000000e+00  1.50000000e-01  1.50000000e-01 
 1.60000000e-01  6.05263038e-08  1.60000000e-01  1.10000000e+00  1.60000000e-01  1.60000000e-01 
 1.70000000e-01  6.05264910e-08  1.70000000e-01  1.10000000e+00  1.70000000e-01  1.70000000e-01 
 1.80000000e-01  6.05267350e-08  1.80000000e-01  1.10000000e+00  1.80000000e-01  1.80000000e-01 
 1.90000000e-01  6.05270569e-08  1.90000000e-01  1.10000000e+00  1.90000000e-01  1.90000000e-01 
 2.00000000e-01  6.05274766e-08  2.00000000e-01  1.10000000e+00  2.00000000e-01  2.00000000e-01 
 2.10000000e-01  6.05280308e-08  2.10000000e-01  1.10000000e+00  2.10000000e-01  2.10000000e-01 
 2.20000000e-01  6.05287563e-08  2.20000000e-01  1.10000000e+00  2.20000000e-01  2.20000000e-01 
 2.30000000e-01  6.05297070e-08  2.30000000e-01  1.10000000e+00  2.30000000e-01  2.30000000e-01 
 2.40000000e-01  6.05309532e-08  2.40000000e-01  1.10000000e+00  2.40000000e-01  2.40000000e-01 
 2.50000000e-01  6.05325857e-08  2.50000000e-01  1.10000000e+00  2.50000000e-01  2.50000000e-01 
 2.60000000e-01  6.05347271e-08  2.60000000e-01  1.10000000e+00  2.60000000e-01  2.60000000e-01 
 2.70000000e-01  6.05375301e-08  2.70000000e-01  1.10000000e+00  2.70000000e-01  2.70000000e-01 
 2.80000000e-01  6.05412019e-08  2.80000000e-01  1.10000000e+00  2.80000000e-01  2.80000000e-01 
 2.90000000e-01  6.05460086e-08  2.90000000e-01  1.10000000e+00  2.90000000e-01  2.90000000e-01 
 3.00000000e-01  6.05522993e-08  3.00000000e-01  1.10000000e+00  3.00000000e-01  3.00000000e-01 
 3.10000000e-01  6.05605242e-08  3.10000000e-01  1.10000000e+00  3.10000000e-01  3.10000000e-01 
 3.20000000e-01  6.05712720e-08  3.20000000e-01  1.10000000e+00  3.20000000e-01  3.20000000e-01 
 3.30000000e-01  6.05853024e-08  3.30000000e-01  1.10000000e+00  3.30000000e-01  3.30000000e-01 
 3.40000000e-01  6.06035955e-08  3.40000000e-01  1.10000000e+00  3.40000000e-01  3.40000000e-01 
 3.50000000e-01  6.06274169e-08  3.50000000e-01  1.10000000e+00  3.50000000e-01  3.50000000e-01 
 3.60000000e-01  6.06583681e-08  3.60000000e-01  1.10000000e+00  3.60000000e-01  3.60000000e-01 
 3.70000000e-01  6.06984984e-08  3.70000000e-01  1.10000000e+00  3.70000000e-01  3.70000000e-01 
 3.80000000e-01  6.07503683e-08  3.80000000e-01  1.10000000e+00  3.80000000e-01  3.80000000e-01 
 3.90000000e-01  6.08171715e-08  3.90000000e-01  1.10000000e+00  3.90000000e-01  3.90000000e-01 
 4.00000000e-01  6.09027972e-08  4.00000000e-01  1.10000000e+00  4.00000000e-01  4.00000000e-01 
 4.10000000e-01  6.10119152e-08  4.10000000e-01  1.10000000e+00  4.10000000e-01  4.10000000e-01 
 4.20000000e-01  6.11499545e-08  4.20000000e-01  1.10000000e+00  4.20000000e-01  4.20000000e-01 
 4.30000000e-01  6.13230166e-08  4.30000000e-01  1.10000000e+00  4.30000000e-01  4.30000000e-01 
 4.40000000e-01  6.15375861e-08  4.40000000e-01  1.10000000e+00  4.40000000e-01  4.40000000e-01 
 4.50000000e-01  6.18000500e-08  4.50000000e-01  1.10000000e+00  4.50000000e-01  4.50000000e-01 
 4.60000000e-01  6.21159620e-08  4.60000000e-01  1.10000000e+00  4.60000000e-01  4.60000000e-01 
 4.70000000e-01  6.24890684e-08  4.70000000e-01  1.10000000e+00  4.70000000e-01  4.70000000e-01 
 4.80000000e-01  6.29202929e-08  4.80000000e-01  1.10000000e+00  4.80000000e-01  4.80000000e-01 
 4.90000000e-01  6.34069351e-08  4.90000000e-01  1.10000000e+00  4.90000000e-01  4.90000000e-01 
 5.00000000e-01  6.39424341e-08  5.00000000e-01  1.10000000e+00  5.00000000e-01  5.00000000e-01 
 5.10000000e-01  6.45169677e-08  5.10000000e-01  1.10000000e+00  5.10000000e-01  5.10000000e-01 
 5.20000000e-01  6.51188195e-08  5.20000000e-01  1.10000000e+00  5.20000000e-01  5.20000000e-01 
 5.30000000e-01  6.57361170e-08  5.30000000e-01  1.10000000e+00  5.30000000e-01  5.30000000e-01 
 5.40000000e-01  6.63583846e-08  5.40000000e-01  1.10000000e+00  5.40000000e-01  5.40000000e-01 
 5.50000000e-01  6.69774669e-08  5.50000000e-01  1.10000000e+00  5.50000000e-01  5.50000000e-01 
 5.60000000e-01  6.75877916e-08  5.60000000e-01  1.10000000e+00  5.60000000e-01  5.60000000e-01 
 5.70000000e-01  6.81860817e-08  5.70000000e-01  1.10000000e+00  5.70000000e-01  5.70000000e-01 
 5.80000000e-01  6.87708497e-08  5.80000000e-01  1.10000000e+00  5.80000000e-01  5.80000000e-01 
 5.90000000e-01  6.93418528e-08  5.90000000e-01  1.10000000e+00  5.90000000e-01  5.90000000e-01 
 6.00000000e-01  6.98996272e-08  6.00000000e-01  1.10000000e+00  6.00000000e-01  6.00000000e-01 
 6.10000000e-01  7.04451473e-08  6.10000000e-01  1.10000000e+00  6.10000000e-01  6.10000000e-01 
 6.20000000e-01  7.09795978e-08  6.20000000e-01  1.10000000e+00  6.20000000e-01  6.20000000e-01 
 6.30000000e-01  7.15042178e-08  6.30000000e-01  1.10000000e+00  6.30000000e-01  6.30000000e-01 
 6.40000000e-01  7.20202334e-08  6.40000000e-01  1.10000000e+00  6.40000000e-01  6.40000000e-01 
 6.50000000e-01  7.25288027e-08  6.50000000e-01  1.10000000e+00  6.50000000e-01  6.50000000e-01 
 6.60000000e-01  7.30309896e-08  6.60000000e-01  1.10000000e+00  6.60000000e-01  6.60000000e-01 
 6.70000000e-01  7.35277691e-08  6.70000000e-01  1.10000000e+00  6.70000000e-01  6.70000000e-01 
 6.80000000e-01  7.40200168e-08  6.80000000e-01  1.10000000e+00  6.80000000e-01  6.80000000e-01 
 6.90000000e-01  7.45085291e-08  6.90000000e-01  1.10000000e+00  6.90000000e-01  6.90000000e-01 
 7.00000000e-01  7.49940216e-08  7.00000000e-01  1.10000000e+00  7.00000000e-01  7.00000000e-01 
 7.10000000e-01  7.54771411e-08  7.10000000e-01  1.10000000e+00  7.10000000e-01  7.10000000e-01 
 7.20000000e-01  7.59584682e-08  7.20000000e-01  1.10000000e+00  7.20000000e-01  7.20000000e-01 
 7.30000000e-01  7.64385353e-08  7.30000000e-01  1.10000000e+00  7.30000000e-01  7.30000000e-01 
 7.40000000e-01  7.69178316e-08  7.40000000e-01  1.10000000e+00  7.40000000e-01  7.40000000e-01 
 7.50000000e-01  7.73967830e-08  7.50000000e-01  1.10000000e+00  7.50000000e-01  7.50000000e-01 
 7.60000000e-01  7.78758154e-08  7.60000000e-01  1.10000000e+00  7.60000000e-01  7.60000000e-01 
 7.70000000e-01  7.83552985e-08  7.70000000e-01  1.10000000e+00  7.70000000e-01  7.70000000e-01 
 7.80000000e-01  7.88355814e-08  7.80000000e-01  1.10000000e+00  7.80000000e-01  7.80000000e-01 
 7.90000000e-01  7.93169989e-08  7.90000000e-01  1.10000000e+00  7.90000000e-01  7.90000000e-01 
 8.00000000e-01  7.97998547e-08  8.00000000e-01  1.10000000e+00  8.00000000e-01  8.00000000e-01 
 8.10000000e-01  8.02844560e-08  8.10000000e-01  1.10000000e+00  8.10000000e-01  8.10000000e-01 
 8.20000000e-01  8.07710824e-08  8.20000000e-01  1.10000000e+00  8.20000000e-01  8.20000000e-01 
 8.30000000e-01  8.12600060e-08  8.30000000e-01  1.10000000e+00  8.30000000e-01  8.30000000e-01 
 8.40000000e-01  8.17515037e-08  8.40000000e-01  1.10000000e+00  8.40000000e-01  8.40000000e-01 
 8.50000000e-01  8.22458441e-08  8.50000000e-01  1.10000000e+00  8.50000000e-01  8.50000000e-01 
 8.60000000e-01  8.27432964e-08  8.60000000e-01  1.10000000e+00  8.60000000e-01  8.60000000e-01 
 8.70000000e-01  8.32441354e-08  8.70000000e-01  1.10000000e+00  8.70000000e-01  8.70000000e-01 
 8.80000000e-01  8.37486510e-08  8.80000000e-01  1.10000000e+00  8.80000000e-01  8.80000000e-01 
 8.90000000e-01  8.42571472e-08  8.90000000e-01  1.10000000e+00  8.90000000e-01  8.90000000e-01 
 9.00000000e-01  8.47699516e-08  9.00000000e-01  1.10000000e+00  9.00000000e-01  9.00000000e-01 
 9.10000000e-01  8.52874414e-08  9.10000000e-01  1.10000000e+00  9.10000000e-01  9.10000000e-01 
 9.20000000e-01  8.58100218e-08  9.20000000e-01  1.10000000e+00  9.20000000e-01  9.20000000e-01 
 9.30000000e-01  8.63382054e-08  9.30000000e-01  1.10000000e+00  9.30000000e-01  9.30000000e-01 
 9.40000000e-01  8.68725723e-08  9.40000000e-01  1.10000000e+00  9.40000000e-01  9.40000000e-01 
 9.50000000e-01  8.74138580e-08  9.50000000e-01  1.10000000e+00  9.50000000e-01  9.50000000e-01 
 9.60000000e-01  8.79630162e-08  9.60000000e-01  1.10000000e+00  9.60000000e-01  9.60000000e-01 
 9.70000000e-01  8.85213080e-08  9.70000000e-01  1.10000000e+00  9.70000000e-01  9.70000000e-01 
 9.80000000e-01  8.90904871e-08  9.80000000e-01  1.10000000e+00  9.80000000e-01  9.80000000e-01 
 9.90000000e-01  8.96731065e-08  9.90000000e-01  1.10000000e+00  9.90000000e-01  9.90000000e-01 
 1.00000000e+00  9.02731801e-08  1.00000000e+00  1.10000000e+00  1.00000000e+00  1.00000000e+00 
 1.01000000e+00  9.08975963e-08  1.01000000e+00  1.10000000e+00  1.01000000e+00  1.01000000e+00 
 1.02000000e+00  9.15601103e-08  1.02000000e+00  1.10000000e+00  1.02000000e+00  1.02000000e+00 
 1.03000000e+00  9.22961168e-08  1.03000000e+00  1.10000000e+00  1.03000000e+00  1.03000000e+00 
 1.04000000e+00  9.33242686e-08  1.04000000e+00  1.10000000e+00  1.04000000e+00  1.04000000e+00 
 1.05000000e+00  9.69038817e-08  1.05000000e+00  1.10000000e+00  1.05000000e+00  1.05000000e+00 
 1.06000000e+00  1.04462374e-07  1.06000000e+00  1.10000000e+00  1.06000000e+00  1.06000000e+00 
 1.07000000e+00  1.25793527e-04  1.07000000e+00  1.10000000e+00  1.07000000e+00  1.07000000e+00 
 1.08000000e+00  4.66253067e-03  1.08000000e+00  1.10000000e+00  1.08000000e+00  1.08000000e+00 
 1.09000000e+00  1.63710338e-02  1.09000000e+00  1.10000000e+00  1.09000000e+00  1.09000000e+00 
 1.10000000e+00  4.69311779e-01  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00 
 1.11000000e+00  1.74353422e+00  1.11000000e+00  1.10000000e+00  1.11000000e+00  1.11000000e+00 
 1.12000000e+00  1.76578302e+00  1.12000000e+00  1.10000000e+00  1.12000000e+00  1.12000000e+00 
 1.13000000e+00  1.77613264e+00  1.13000000e+00  1.10000000e+00  1.13000000e+00  1.13000000e+00 
 1.14000000e+00  1.77957163e+00  1.14000000e+00  1.10000000e+00  1.14000000e+00  1.14000000e+00 
 1.15000000e+00  1.78191427e+00  1.15000000e+00  1.10000000e+00  1.15000000e+00  1.15000000e+00 
 1.16000000e+00  1.78279438e+00  1.16000000e+00  1.10000000e+00  1.16000000e+00  1.16000000e+00 
 1.17000000e+00  1.78292446e+00  1.17000000e+00  1.10000000e+00  1.17000000e+00  1.17000000e+00 
 1.18000000e+00  1.78297912e+00  1.18000000e+00  1.10000000e+00  1.18000000e+00  1.18000000e+00 
 1.19000000e+00  1.78301323e+00  1.19000000e+00  1.10000000e+00  1.19000000e+00  1.19000000e+00 
 1.20000000e+00  1.78303516e+00  1.20000000e+00  1.10000000e+00  1.20000000e+00  1.20000000e+00 
 1.21000000e+00  1.78305112e+00  1.21000000e+00  1.10000000e+00  1.21000000e+00  1.21000000e+00 
 1.22000000e+00  1.78306309e+00  1.22000000e+00  1.10000000e+00  1.22000000e+00  1.22000000e+00 
 1.23000000e+00  1.78307220e+00  1.23000000e+00  1.10000000e+00  1.23000000e+00  1.23000000e+00 
 1.24000000e+00  1.78307925e+00  1.24000000e+00  1.10000000e+00  1.24000000e+00  1.24000000e+00 
 1.25000000e+00  1.78308479e+00  1.25000000e+00  1.10000000e+00  1.25000000e+00  1.25000000e+00 
 1.26000000e+00  1.78308919e+00  1.26000000e+00  1.10000000e+00  1.26000000e+00  1.26000000e+00 
 1.27000000e+00  1.78309272e+00  1.27000000e+00  1.10000000e+00  1.27000000e+00  1.27000000e+00 
 1.28000000e+00  1.78309559e+00  1.28000000e+00  1.10000000e+00  1.28000000e+00  1.28000000e+00 
 1.29000000e+00  1.78309793e+00  1.29000000e+00  1.10000000e+00  1.29000000e+00  1.29000000e+00 
 1.30000000e+00  1.78309986e+00  1.30000000e+00  1.10000000e+00  1.30000000e+00  1.30000000e+00 
 1.31000000e+00  1.78310147e+00  1.31000000e+00  1.10000000e+00  1.31000000e+00  1.31000000e+00 
 1.32000000e+00  1.78310281e+00  1.32000000e+00  1.10000000e+00  1.32000000e+00  1.32000000e+00 
 1.33000000e+00  1.78310395e+00  1.33000000e+00  1.10000000e+00  1.33000000e+00  1.33000000e+00 
 1.34000000e+00  1.78310492e+00  1.34000000e+00  1.10000000e+00  1.34000000e+00  1.34000000e+00 
 1.35000000e+00  1.78310574e+00  1.35000000e+00  1.10000000e+00  1.35000000e+00  1.35000000e+00 
 1.36000000e+00  1.78310646e+00  1.36000000e+00  1.10000000e+00  1.36000000e+00  1.36000000e+00 
 1.37000000e+00  1.78310707e+00  1.37000000e+00  1.10000000e+00  1.37000000e+00  1.37000000e+00 
 1.38000000e+00  1.78310761e+00  1.38000000e+00  1.10000000e+00  1.38000000e+00  1.38000000e+00 
 1.39000000e+00  1.78310808e+00  1.39000000e+00  1.10000000e+00  1.39000000e+00  1.39000000e+00 
 1.40000000e+00  1.78310850e+00  1.40000000e+00  1.10000000e+00  1.40000000e+00  1.40000000e+00 
 1.41000000e+00  1.78310887e+00  1.41000000e+00  1.10000000e+00  1.41000000e+00  1.41000000e+00 
 1.42000000e+00  1.78310920e+00  1.42000000e+00  1.10000000e+00  1.42000000e+00  1.42000000e+00 
 1.43000000e+00  1.78310949e+00  1.43000000e+00  1.10000000e+00  1.43000000e+00  1.43000000e+00 
 1.44000000e+00  1.78310976e+00  1.44000000e+00  1.10000000e+00  1.44000000e+00  1.44000000e+00 
 1.45000000e+00  1.78310999e+00  1.45000000e+00  1.10000000e+00  1.45000000e+00  1.45000000e+00 
 1.46000000e+00  1.78311021e+00  1.46000000e+00  1.10000000e+00  1.46000000e+00  1.46000000e+00 
 1.47000000e+00  1.78311041e+00  1.47000000e+00  1.10000000e+00  1.47000000e+00  1.47000000e+00 
 1.48000000e+00  1.78311059e+00  1.48000000e+00  1.10000000e+00  1.48000000e+00  1.48000000e+00 
 1.49000000e+00  1.78311075e+00  1.49000000e+00  1.10000000e+00  1.49000000e+00  1.49000000e+00 
 1.50000000e+00  1.78311091e+00  1.50000000e+00  1.10000000e+00  1.50000000e+00  1.50000000e+00 
 1.51000000e+00  1.78311105e+00  1.51000000e+00  1.10000000e+00  1.51000000e+00  1.51000000e+00 
 1.52000000e+00  1.78311118e+00  1.52000000e+00  1.10000000e+00  1.52000000e+00  1.52000000e+00 
 1.53000000e+00  1.78311130e+00  1.53000000e+00  1.10000000e+00  1.53000000e+00  1.53000000e+00 
 1.54000000e+00  1.78311141e+00  1.54000000e+00  1.10000000e+00  1.54000000e+00  1.54000000e+00 
 1.55000000e+00  1.78311152e+00  1.55000000e+00  1.10000000e+00  1.55000000e+00  1.55000000e+00 
 1.56000000e+00  1.78311161e+00  1.56000000e+00  1.10000000e+00  1.56000000e+00  1.56000000e+00 
 1.57000000e+00  1.78311170e+00  1.57000000e+00  1.10000000e+00  1.57000000e+00  1.57000000e+00 
 1.58000000e+00  1.78311179e+00  1.58000000e+00  1.10000000e+00  1.58000000e+00  1.58000000e+00 
 1.59000000e+00  1.78311187e+00  1.59000000e+00  1.10000000e+00  1.59000000e+00  1.59000000e+00 
 1.60000000e+00  1.78311195e+00  1.60000000e+00  1.10000000e+00  1.60000000e+00  1.60000000e+00 
 1.61000000e+00  1.78311202e+00  1.61000000e+00  1.10000000e+00  1.61000000e+00  1.61000000e+00 
 1.62000000e+00  1.78311209e+00  1.62000000e+00  1.10000000e+00  1.62000000e+00  1.62000000e+00 
 1.63000000e+00  1.78311215e+00  1.63000000e+00  1.10000000e+00  1.63000000e+00  1.63000000e+00 
 1.64000000e+00  1.78311221e+00  1.64000000e+00  1.10000000e+00  1.64000000e+00  1.64000000e+00 
 1.65000000e+00  1.78311227e+00  1.65000000e+00  1.10000000e+00  1.65000000e+00  1.65000000e+00 
 1.66000000e+00  1.78311232e+00  1.66000000e+00  1.10000000e+00  1.66000000e+00  1.66000000e+00 
 1.67000000e+00  1.78311238e+00  1.67000000e+00  1.10000000e+00  1.67000000e+00  1.67000000e+00 
 1.68000000e+00  1.78311243e+00  1.68000000e+00  1.10000000e+00  1.68000000e+00  1.68000000e+00 
 1.69000000e+00  1.78311247e+00  1.69000000e+00  1.10000000e+00  1.69000000e+00  1.69000000e+00 
 1.70000000e+00  1.78311252e+00  1.70000000e+00  1.10000000e+00  1.70000000e+00  1.70000000e+00 
 1.71000000e+00  1.78311256e+00  1.71000000e+00  1.10000000e+00  1.71000000e+00  1.71000000e+00 
 1.72000000e+00  1.78311260e+00  1.72000000e+00  1.10000000e+00  1.72000000e+00  1.72000000e+00 
 1.73000000e+00  1.78311264e+00  1.73000000e+00  1.10000000e+00  1.73000000e+00  1.73000000e+00 
 1.74000000e+00  1.78311268e+00  1.74000000e+00  1.10000000e+00  1.74000000e+00  1.74000000e+00 
 1.75000000e+00  1.78311272e+00  1.75000000e+00  1.10000000e+00  1.75000000e+00  1.75000000e+00 
 1.76000000e+00  1.78311275e+00  1.76000000e+00  1.10000000e+00  1.76000000e+00  1.76000000e+00 
 1.77000000e+00  1.78311279e+00  1.77000000e+00  1.10000000e+00  1.77000000e+00  1.77000000e+00 
 1.78000000e+00  1.78311282e+00  1.78000000e+00  1.10000000e+00  1.78000000e+00  1.78000000e+00 
 1.79000000e+00  1.78311285e+00  1.79000000e+00  1.10000000e+00  1.79000000e+00  1.79000000e+00 
 1.80000000e+00  1.78311288e+00  1.80000000e+00  1.10000000e+00  1.80000000e+00  1.80000000e+00 
 0.00000000e+00  6.05257113e-08  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-02  6.05257131e-08  1.00000000e-02  1.30000000e+00  1.00000000e-02  1.00000000e-02 
 2.00000000e-02  6.05257171e-08  2.00000000e-02  1.30000000e+00  2.00000000e-02  2.00000000e-02 
 3.00000000e-02  6.05257224e-08  3.00000000e-02  1.30000000e+00  3.00000000e-02  3.00000000e-02 
 4.00000000e-02  6.05257262e-08  4.00000000e-02  1.30000000e+00  4.00000000e-02  4.00000000e-02 
 5.00000000e-02  6.05257330e-08  5.00000000e-02  1.30000000e+00  5.00000000e-02  5.00000000e-02 
 6.00000000e-02  6.05257432e-08  6.00000000e-02  1.30000000e+00  6.00000000e-02  6.00000000e-02 
 7.00000000e-02  6.05257560e-08  7.00000000e-02  1.30000000e+00  7.00000000e-02  7.00000000e-02 
 8.00000000e-02  6.05257717e-08  8.00000000e-02  1.30000000e+00  8.00000000e-02  8.00000000e-02 
 9.00000000e-02  6.05257938e-08  9.00000000e-02  1.30000000e+00  9.00000000e-02  9.00000000e-02 
 1.00000000e-01  6.05258220e-08  1.00000000e-01  1.30000000e+00  1.00000000e-01  1.00000000e-01 
 1.10000000e-01  6.05258583e-08  1.10000000e-01  1.30000000e+00  1.10000000e-01  1.10000000e-01 
 1.20000000e-01  6.05259053e-08  1.20000000e-01  1.30000000e+00  1.20000000e-01  1.20000000e-01 
 1.30000000e-01  6.05259696e-08  1.30000000e-01  1.30000000e+00  1.30000000e-01  1.30000000e-01 
 1.40000000e-01  6.05260532e-08  1.40000000e-01  1.30000000e+00  1.40000000e-01  1.40000000e-01 
 1.50000000e-01  6.05261603e-08  1.50000000e-01  1.30000000e+00  1.50000000e-01  1.50000000e-01 
 1.60000000e-01  6.05263037e-08  1.60000000e-01  1.30000000e+00  1.60000000e-01  1.60000000e-01 
 1.70000000e-01  6.05264908e-08  1.70000000e-01  1.30000000e+00  1.70000000e-01  1.70000000e-01 
 1.80000000e-01  6.05267349e-08  1.80000000e-01  1.30000000e+00  1.80000000e-01  1.80000000e-01 
