 v-sweep         v(Vout)         v-sweep         v(V2)           v-sweep         v(V1)          
 6.40000000e-01  8.11778593e-08  6.40000000e-01  7.00000000e-01  6.40000000e-01  6.40000000e-01 
 6.50000000e-01  1.84775311e-05  6.50000000e-01  7.00000000e-01  6.50000000e-01  6.50000000e-01 
 6.60000000e-01  1.63860983e-03  6.60000000e-01  7.00000000e-01  6.60000000e-01  6.60000000e-01 
 6.70000000e-01  5.43351820e-03  6.70000000e-01  7.00000000e-01  6.70000000e-01  6.70000000e-01 
 6.80000000e-01  1.19177373e-02  6.80000000e-01  7.00000000e-01  6.80000000e-01  6.80000000e-01 
 6.90000000e-01  2.50697340e-02  6.90000000e-01  7.00000000e-01  6.90000000e-01  6.90000000e-01 
 7.00000000e-01  4.81864258e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01 
 7.10000000e-01  1.74009070e+00  7.10000000e-01  7.00000000e-01  7.10000000e-01  7.10000000e-01 
 7.20000000e-01  1.76233817e+00  7.20000000e-01  7.00000000e-01  7.20000000e-01  7.20000000e-01 
 7.30000000e-01  1.77403093e+00  7.30000000e-01  7.00000000e-01  7.30000000e-01  7.30000000e-01 
 7.40000000e-01  1.78204495e+00  7.40000000e-01  7.00000000e-01  7.40000000e-01  7.40000000e-01 
 7.50000000e-01  1.78609975e+00  7.50000000e-01  7.00000000e-01  7.50000000e-01  7.50000000e-01 
 7.60000000e-01  1.78808249e+00  7.60000000e-01  7.00000000e-01  7.60000000e-01  7.60000000e-01 
 7.70000000e-01  1.78972612e+00  7.70000000e-01  7.00000000e-01  7.70000000e-01  7.70000000e-01 
 7.80000000e-01  1.79099873e+00  7.80000000e-01  7.00000000e-01  7.80000000e-01  7.80000000e-01 
 7.90000000e-01  1.79149173e+00  7.90000000e-01  7.00000000e-01  7.90000000e-01  7.90000000e-01 
 8.00000000e-01  1.79158119e+00  8.00000000e-01  7.00000000e-01  8.00000000e-01  8.00000000e-01 
 8.10000000e-01  1.79162123e+00  8.10000000e-01  7.00000000e-01  8.10000000e-01  8.10000000e-01 
 8.20000000e-01  1.79164606e+00  8.20000000e-01  7.00000000e-01  8.20000000e-01  8.20000000e-01 
 8.30000000e-01  1.79166208e+00  8.30000000e-01  7.00000000e-01  8.30000000e-01  8.30000000e-01 
 8.40000000e-01  1.79167383e+00  8.40000000e-01  7.00000000e-01  8.40000000e-01  8.40000000e-01 
 8.50000000e-01  1.79168269e+00  8.50000000e-01  7.00000000e-01  8.50000000e-01  8.50000000e-01 
 8.60000000e-01  1.79168946e+00  8.60000000e-01  7.00000000e-01  8.60000000e-01  8.60000000e-01 
 8.70000000e-01  1.79169474e+00  8.70000000e-01  7.00000000e-01  8.70000000e-01  8.70000000e-01 
 8.80000000e-01  1.79169890e+00  8.80000000e-01  7.00000000e-01  8.80000000e-01  8.80000000e-01 
 8.90000000e-01  1.79170221e+00  8.90000000e-01  7.00000000e-01  8.90000000e-01  8.90000000e-01 
 9.00000000e-01  1.79170488e+00  9.00000000e-01  7.00000000e-01  9.00000000e-01  9.00000000e-01 
 9.10000000e-01  1.79170706e+00  9.10000000e-01  7.00000000e-01  9.10000000e-01  9.10000000e-01 
 9.20000000e-01  1.79170884e+00  9.20000000e-01  7.00000000e-01  9.20000000e-01  9.20000000e-01 
 9.30000000e-01  1.79171031e+00  9.30000000e-01  7.00000000e-01  9.30000000e-01  9.30000000e-01 
 9.40000000e-01  1.79171154e+00  9.40000000e-01  7.00000000e-01  9.40000000e-01  9.40000000e-01 
 9.50000000e-01  1.79171257e+00  9.50000000e-01  7.00000000e-01  9.50000000e-01  9.50000000e-01 
 9.60000000e-01  1.79171344e+00  9.60000000e-01  7.00000000e-01  9.60000000e-01  9.60000000e-01 
 9.70000000e-01  1.79171419e+00  9.70000000e-01  7.00000000e-01  9.70000000e-01  9.70000000e-01 
 9.80000000e-01  1.79171482e+00  9.80000000e-01  7.00000000e-01  9.80000000e-01  9.80000000e-01 
 9.90000000e-01  1.79171537e+00  9.90000000e-01  7.00000000e-01  9.90000000e-01  9.90000000e-01 
 1.00000000e+00  1.79171584e+00  1.00000000e+00  7.00000000e-01  1.00000000e+00  1.00000000e+00 
 1.01000000e+00  1.79171626e+00  1.01000000e+00  7.00000000e-01  1.01000000e+00  1.01000000e+00 
 1.02000000e+00  1.79171662e+00  1.02000000e+00  7.00000000e-01  1.02000000e+00  1.02000000e+00 
 1.03000000e+00  1.79171694e+00  1.03000000e+00  7.00000000e-01  1.03000000e+00  1.03000000e+00 
 1.04000000e+00  1.79171722e+00  1.04000000e+00  7.00000000e-01  1.04000000e+00  1.04000000e+00 
 1.05000000e+00  1.79171748e+00  1.05000000e+00  7.00000000e-01  1.05000000e+00  1.05000000e+00 
 1.06000000e+00  1.79171771e+00  1.06000000e+00  7.00000000e-01  1.06000000e+00  1.06000000e+00 
 1.07000000e+00  1.79171791e+00  1.07000000e+00  7.00000000e-01  1.07000000e+00  1.07000000e+00 
 1.08000000e+00  1.79171809e+00  1.08000000e+00  7.00000000e-01  1.08000000e+00  1.08000000e+00 
 1.09000000e+00  1.79171826e+00  1.09000000e+00  7.00000000e-01  1.09000000e+00  1.09000000e+00 
 1.10000000e+00  1.79171841e+00  1.10000000e+00  7.00000000e-01  1.10000000e+00  1.10000000e+00 
 1.11000000e+00  1.79171855e+00  1.11000000e+00  7.00000000e-01  1.11000000e+00  1.11000000e+00 
 1.12000000e+00  1.79171868e+00  1.12000000e+00  7.00000000e-01  1.12000000e+00  1.12000000e+00 
 1.13000000e+00  1.79171879e+00  1.13000000e+00  7.00000000e-01  1.13000000e+00  1.13000000e+00 
 1.14000000e+00  1.79171890e+00  1.14000000e+00  7.00000000e-01  1.14000000e+00  1.14000000e+00 
 1.15000000e+00  1.79171900e+00  1.15000000e+00  7.00000000e-01  1.15000000e+00  1.15000000e+00 
 1.16000000e+00  1.79171909e+00  1.16000000e+00  7.00000000e-01  1.16000000e+00  1.16000000e+00 
 1.17000000e+00  1.79171918e+00  1.17000000e+00  7.00000000e-01  1.17000000e+00  1.17000000e+00 
 1.18000000e+00  1.79171926e+00  1.18000000e+00  7.00000000e-01  1.18000000e+00  1.18000000e+00 
 1.19000000e+00  1.79171933e+00  1.19000000e+00  7.00000000e-01  1.19000000e+00  1.19000000e+00 
 1.20000000e+00  1.79171940e+00  1.20000000e+00  7.00000000e-01  1.20000000e+00  1.20000000e+00 
 1.21000000e+00  1.79171947e+00  1.21000000e+00  7.00000000e-01  1.21000000e+00  1.21000000e+00 
 1.22000000e+00  1.79171953e+00  1.22000000e+00  7.00000000e-01  1.22000000e+00  1.22000000e+00 
 1.23000000e+00  1.79171959e+00  1.23000000e+00  7.00000000e-01  1.23000000e+00  1.23000000e+00 
 1.24000000e+00  1.79171964e+00  1.24000000e+00  7.00000000e-01  1.24000000e+00  1.24000000e+00 
 1.25000000e+00  1.79171970e+00  1.25000000e+00  7.00000000e-01  1.25000000e+00  1.25000000e+00 
 1.26000000e+00  1.79171975e+00  1.26000000e+00  7.00000000e-01  1.26000000e+00  1.26000000e+00 
 1.27000000e+00  1.79171979e+00  1.27000000e+00  7.00000000e-01  1.27000000e+00  1.27000000e+00 
 1.28000000e+00  1.79171984e+00  1.28000000e+00  7.00000000e-01  1.28000000e+00  1.28000000e+00 
 1.29000000e+00  1.79171988e+00  1.29000000e+00  7.00000000e-01  1.29000000e+00  1.29000000e+00 
 1.30000000e+00  1.79171992e+00  1.30000000e+00  7.00000000e-01  1.30000000e+00  1.30000000e+00 
 1.31000000e+00  1.79171996e+00  1.31000000e+00  7.00000000e-01  1.31000000e+00  1.31000000e+00 
 1.32000000e+00  1.79171999e+00  1.32000000e+00  7.00000000e-01  1.32000000e+00  1.32000000e+00 
 1.33000000e+00  1.79172003e+00  1.33000000e+00  7.00000000e-01  1.33000000e+00  1.33000000e+00 
 1.34000000e+00  1.79172006e+00  1.34000000e+00  7.00000000e-01  1.34000000e+00  1.34000000e+00 
 1.35000000e+00  1.79172009e+00  1.35000000e+00  7.00000000e-01  1.35000000e+00  1.35000000e+00 
 1.36000000e+00  1.79172012e+00  1.36000000e+00  7.00000000e-01  1.36000000e+00  1.36000000e+00 
 1.37000000e+00  1.79172015e+00  1.37000000e+00  7.00000000e-01  1.37000000e+00  1.37000000e+00 
 1.38000000e+00  1.79172018e+00  1.38000000e+00  7.00000000e-01  1.38000000e+00  1.38000000e+00 
 1.39000000e+00  1.79172021e+00  1.39000000e+00  7.00000000e-01  1.39000000e+00  1.39000000e+00 
 1.40000000e+00  1.79172023e+00  1.40000000e+00  7.00000000e-01  1.40000000e+00  1.40000000e+00 
 1.41000000e+00  1.79172026e+00  1.41000000e+00  7.00000000e-01  1.41000000e+00  1.41000000e+00 
 1.42000000e+00  1.79172028e+00  1.42000000e+00  7.00000000e-01  1.42000000e+00  1.42000000e+00 
 1.43000000e+00  1.79172031e+00  1.43000000e+00  7.00000000e-01  1.43000000e+00  1.43000000e+00 
 1.44000000e+00  1.79172033e+00  1.44000000e+00  7.00000000e-01  1.44000000e+00  1.44000000e+00 
 1.45000000e+00  1.79172035e+00  1.45000000e+00  7.00000000e-01  1.45000000e+00  1.45000000e+00 
 1.46000000e+00  1.79172037e+00  1.46000000e+00  7.00000000e-01  1.46000000e+00  1.46000000e+00 
 1.47000000e+00  1.79172039e+00  1.47000000e+00  7.00000000e-01  1.47000000e+00  1.47000000e+00 
 1.48000000e+00  1.79172041e+00  1.48000000e+00  7.00000000e-01  1.48000000e+00  1.48000000e+00 
 1.49000000e+00  1.79172043e+00  1.49000000e+00  7.00000000e-01  1.49000000e+00  1.49000000e+00 
 1.50000000e+00  1.79172044e+00  1.50000000e+00  7.00000000e-01  1.50000000e+00  1.50000000e+00 
 1.51000000e+00  1.79172046e+00  1.51000000e+00  7.00000000e-01  1.51000000e+00  1.51000000e+00 
 1.52000000e+00  1.79172048e+00  1.52000000e+00  7.00000000e-01  1.52000000e+00  1.52000000e+00 
 1.53000000e+00  1.79172050e+00  1.53000000e+00  7.00000000e-01  1.53000000e+00  1.53000000e+00 
 1.54000000e+00  1.79172051e+00  1.54000000e+00  7.00000000e-01  1.54000000e+00  1.54000000e+00 
 1.55000000e+00  1.79172053e+00  1.55000000e+00  7.00000000e-01  1.55000000e+00  1.55000000e+00 
 1.56000000e+00  1.79172054e+00  1.56000000e+00  7.00000000e-01  1.56000000e+00  1.56000000e+00 
 1.57000000e+00  1.79172056e+00  1.57000000e+00  7.00000000e-01  1.57000000e+00  1.57000000e+00 
 1.58000000e+00  1.79172057e+00  1.58000000e+00  7.00000000e-01  1.58000000e+00  1.58000000e+00 
 1.59000000e+00  1.79172058e+00  1.59000000e+00  7.00000000e-01  1.59000000e+00  1.59000000e+00 
 1.60000000e+00  1.79172060e+00  1.60000000e+00  7.00000000e-01  1.60000000e+00  1.60000000e+00 
 1.61000000e+00  1.79172061e+00  1.61000000e+00  7.00000000e-01  1.61000000e+00  1.61000000e+00 
 1.62000000e+00  1.79172062e+00  1.62000000e+00  7.00000000e-01  1.62000000e+00  1.62000000e+00 
 1.63000000e+00  1.79172063e+00  1.63000000e+00  7.00000000e-01  1.63000000e+00  1.63000000e+00 
 1.64000000e+00  1.79172064e+00  1.64000000e+00  7.00000000e-01  1.64000000e+00  1.64000000e+00 
 1.65000000e+00  1.79172065e+00  1.65000000e+00  7.00000000e-01  1.65000000e+00  1.65000000e+00 
 1.66000000e+00  1.79172067e+00  1.66000000e+00  7.00000000e-01  1.66000000e+00  1.66000000e+00 
 1.67000000e+00  1.79172068e+00  1.67000000e+00  7.00000000e-01  1.67000000e+00  1.67000000e+00 
 1.68000000e+00  1.79172069e+00  1.68000000e+00  7.00000000e-01  1.68000000e+00  1.68000000e+00 
 1.69000000e+00  1.79172070e+00  1.69000000e+00  7.00000000e-01  1.69000000e+00  1.69000000e+00 
 1.70000000e+00  1.79172071e+00  1.70000000e+00  7.00000000e-01  1.70000000e+00  1.70000000e+00 
 1.71000000e+00  1.79172072e+00  1.71000000e+00  7.00000000e-01  1.71000000e+00  1.71000000e+00 
 1.72000000e+00  1.79172073e+00  1.72000000e+00  7.00000000e-01  1.72000000e+00  1.72000000e+00 
 1.73000000e+00  1.79172074e+00  1.73000000e+00  7.00000000e-01  1.73000000e+00  1.73000000e+00 
 1.74000000e+00  1.79172074e+00  1.74000000e+00  7.00000000e-01  1.74000000e+00  1.74000000e+00 
 1.75000000e+00  1.79172075e+00  1.75000000e+00  7.00000000e-01  1.75000000e+00  1.75000000e+00 
 1.76000000e+00  1.79172076e+00  1.76000000e+00  7.00000000e-01  1.76000000e+00  1.76000000e+00 
 1.77000000e+00  1.79172077e+00  1.77000000e+00  7.00000000e-01  1.77000000e+00  1.77000000e+00 
 1.78000000e+00  1.79172078e+00  1.78000000e+00  7.00000000e-01  1.78000000e+00  1.78000000e+00 
 1.79000000e+00  1.79172079e+00  1.79000000e+00  7.00000000e-01  1.79000000e+00  1.79000000e+00 
 1.80000000e+00  1.79172079e+00  1.80000000e+00  7.00000000e-01  1.80000000e+00  1.80000000e+00 
 0.00000000e+00  6.05257116e-08  0.00000000e+00  9.00000000e-01  0.00000000e+00  0.00000000e+00 
 1.00000000e-02  6.05257132e-08  1.00000000e-02  9.00000000e-01  1.00000000e-02  1.00000000e-02 
 2.00000000e-02  6.05257167e-08  2.00000000e-02  9.00000000e-01  2.00000000e-02  2.00000000e-02 
 3.00000000e-02  6.05257217e-08  3.00000000e-02  9.00000000e-01  3.00000000e-02  3.00000000e-02 
 4.00000000e-02  6.05257259e-08  4.00000000e-02  9.00000000e-01  4.00000000e-02  4.00000000e-02 
 5.00000000e-02  6.05257334e-08  5.00000000e-02  9.00000000e-01  5.00000000e-02  5.00000000e-02 
 6.00000000e-02  6.05257434e-08  6.00000000e-02  9.00000000e-01  6.00000000e-02  6.00000000e-02 
 7.00000000e-02  6.05257560e-08  7.00000000e-02  9.00000000e-01  7.00000000e-02  7.00000000e-02 
 8.00000000e-02  6.05257715e-08  8.00000000e-02  9.00000000e-01  8.00000000e-02  8.00000000e-02 
 9.00000000e-02  6.05257934e-08  9.00000000e-02  9.00000000e-01  9.00000000e-02  9.00000000e-02 
 1.00000000e-01  6.05258223e-08  1.00000000e-01  9.00000000e-01  1.00000000e-01  1.00000000e-01 
 1.10000000e-01  6.05258591e-08  1.10000000e-01  9.00000000e-01  1.10000000e-01  1.10000000e-01 
 1.20000000e-01  6.05259056e-08  1.20000000e-01  9.00000000e-01  1.20000000e-01  1.20000000e-01 
 1.30000000e-01  6.05259703e-08  1.30000000e-01  9.00000000e-01  1.30000000e-01  1.30000000e-01 
 1.40000000e-01  6.05260518e-08  1.40000000e-01  9.00000000e-01  1.40000000e-01  1.40000000e-01 
 1.50000000e-01  6.05261604e-08  1.50000000e-01  9.00000000e-01  1.50000000e-01  1.50000000e-01 
 1.60000000e-01  6.05263042e-08  1.60000000e-01  9.00000000e-01  1.60000000e-01  1.60000000e-01 
 1.70000000e-01  6.05264916e-08  1.70000000e-01  9.00000000e-01  1.70000000e-01  1.70000000e-01 
 1.80000000e-01  6.05267339e-08  1.80000000e-01  9.00000000e-01  1.80000000e-01  1.80000000e-01 
 1.90000000e-01  6.05270563e-08  1.90000000e-01  9.00000000e-01  1.90000000e-01  1.90000000e-01 
 2.00000000e-01  6.05274774e-08  2.00000000e-01  9.00000000e-01  2.00000000e-01  2.00000000e-01 
 2.10000000e-01  6.05280322e-08  2.10000000e-01  9.00000000e-01  2.10000000e-01  2.10000000e-01 
 2.20000000e-01  6.05287564e-08  2.20000000e-01  9.00000000e-01  2.20000000e-01  2.20000000e-01 
 2.30000000e-01  6.05297075e-08  2.30000000e-01  9.00000000e-01  2.30000000e-01  2.30000000e-01 
 2.40000000e-01  6.05309554e-08  2.40000000e-01  9.00000000e-01  2.40000000e-01  2.40000000e-01 
 2.50000000e-01  6.05325877e-08  2.50000000e-01  9.00000000e-01  2.50000000e-01  2.50000000e-01 
 2.60000000e-01  6.05347281e-08  2.60000000e-01  9.00000000e-01  2.60000000e-01  2.60000000e-01 
 2.70000000e-01  6.05375339e-08  2.70000000e-01  9.00000000e-01  2.70000000e-01  2.70000000e-01 
 2.80000000e-01  6.05412064e-08  2.80000000e-01  9.00000000e-01  2.80000000e-01  2.80000000e-01 
 2.90000000e-01  6.05460164e-08  2.90000000e-01  9.00000000e-01  2.90000000e-01  2.90000000e-01 
 3.00000000e-01  6.05523096e-08  3.00000000e-01  9.00000000e-01  3.00000000e-01  3.00000000e-01 
 3.10000000e-01  6.05605357e-08  3.10000000e-01  9.00000000e-01  3.10000000e-01  3.10000000e-01 
 3.20000000e-01  6.05712885e-08  3.20000000e-01  9.00000000e-01  3.20000000e-01  3.20000000e-01 
 3.30000000e-01  6.05853238e-08  3.30000000e-01  9.00000000e-01  3.30000000e-01  3.30000000e-01 
 3.40000000e-01  6.06036245e-08  3.40000000e-01  9.00000000e-01  3.40000000e-01  3.40000000e-01 
 3.50000000e-01  6.06274514e-08  3.50000000e-01  9.00000000e-01  3.50000000e-01  3.50000000e-01 
 3.60000000e-01  6.06584176e-08  3.60000000e-01  9.00000000e-01  3.60000000e-01  3.60000000e-01 
 3.70000000e-01  6.06985604e-08  3.70000000e-01  9.00000000e-01  3.70000000e-01  3.70000000e-01 
 3.80000000e-01  6.07504515e-08  3.80000000e-01  9.00000000e-01  3.80000000e-01  3.80000000e-01 
 3.90000000e-01  6.08172779e-08  3.90000000e-01  9.00000000e-01  3.90000000e-01  3.90000000e-01 
 4.00000000e-01  6.09029347e-08  4.00000000e-01  9.00000000e-01  4.00000000e-01  4.00000000e-01 
 4.10000000e-01  6.10120934e-08  4.10000000e-01  9.00000000e-01  4.10000000e-01  4.10000000e-01 
 4.20000000e-01  6.11501873e-08  4.20000000e-01  9.00000000e-01  4.20000000e-01  4.20000000e-01 
 4.30000000e-01  6.13233168e-08  4.30000000e-01  9.00000000e-01  4.30000000e-01  4.30000000e-01 
 4.40000000e-01  6.15379670e-08  4.40000000e-01  9.00000000e-01  4.40000000e-01  4.40000000e-01 
 4.50000000e-01  6.18005393e-08  4.50000000e-01  9.00000000e-01  4.50000000e-01  4.50000000e-01 
 4.60000000e-01  6.21165827e-08  4.60000000e-01  9.00000000e-01  4.60000000e-01  4.60000000e-01 
 4.70000000e-01  6.24898515e-08  4.70000000e-01  9.00000000e-01  4.70000000e-01  4.70000000e-01 
 4.80000000e-01  6.29212737e-08  4.80000000e-01  9.00000000e-01  4.80000000e-01  4.80000000e-01 
 4.90000000e-01  6.34081473e-08  4.90000000e-01  9.00000000e-01  4.90000000e-01  4.90000000e-01 
 5.00000000e-01  6.39439180e-08  5.00000000e-01  9.00000000e-01  5.00000000e-01  5.00000000e-01 
 5.10000000e-01  6.45187610e-08  5.10000000e-01  9.00000000e-01  5.10000000e-01  5.10000000e-01 
 5.20000000e-01  6.51209587e-08  5.20000000e-01  9.00000000e-01  5.20000000e-01  5.20000000e-01 
 5.30000000e-01  6.57386404e-08  5.30000000e-01  9.00000000e-01  5.30000000e-01  5.30000000e-01 
 5.40000000e-01  6.63613269e-08  5.40000000e-01  9.00000000e-01  5.40000000e-01  5.40000000e-01 
 5.50000000e-01  6.69808701e-08  5.50000000e-01  9.00000000e-01  5.50000000e-01  5.50000000e-01 
 5.60000000e-01  6.75916990e-08  5.60000000e-01  9.00000000e-01  5.60000000e-01  5.60000000e-01 
 5.70000000e-01  6.81905490e-08  5.70000000e-01  9.00000000e-01  5.70000000e-01  5.70000000e-01 
 5.80000000e-01  6.87759297e-08  5.80000000e-01  9.00000000e-01  5.80000000e-01  5.80000000e-01 
 5.90000000e-01  6.93476283e-08  5.90000000e-01  9.00000000e-01  5.90000000e-01  5.90000000e-01 
 6.00000000e-01  6.99061857e-08  6.00000000e-01  9.00000000e-01  6.00000000e-01  6.00000000e-01 
 6.10000000e-01  7.04525991e-08  6.10000000e-01  9.00000000e-01  6.10000000e-01  6.10000000e-01 
 6.20000000e-01  7.09880744e-08  6.20000000e-01  9.00000000e-01  6.20000000e-01  6.20000000e-01 
 6.30000000e-01  7.15138874e-08  6.30000000e-01  9.00000000e-01  6.30000000e-01  6.30000000e-01 
 6.40000000e-01  7.20312993e-08  6.40000000e-01  9.00000000e-01  6.40000000e-01  6.40000000e-01 
 6.50000000e-01  7.25415043e-08  6.50000000e-01  9.00000000e-01  6.50000000e-01  6.50000000e-01 
 6.60000000e-01  7.30456294e-08  6.60000000e-01  9.00000000e-01  6.60000000e-01  6.60000000e-01 
 6.70000000e-01  7.35447182e-08  6.70000000e-01  9.00000000e-01  6.70000000e-01  6.70000000e-01 
 6.80000000e-01  7.40397335e-08  6.80000000e-01  9.00000000e-01  6.80000000e-01  6.80000000e-01 
 6.90000000e-01  7.45315943e-08  6.90000000e-01  9.00000000e-01  6.90000000e-01  6.90000000e-01 
 7.00000000e-01  7.50211597e-08  7.00000000e-01  9.00000000e-01  7.00000000e-01  7.00000000e-01 
 7.10000000e-01  7.55092699e-08  7.10000000e-01  9.00000000e-01  7.10000000e-01  7.10000000e-01 
 7.20000000e-01  7.59967650e-08  7.20000000e-01  9.00000000e-01  7.20000000e-01  7.20000000e-01 
 7.30000000e-01  7.64845133e-08  7.30000000e-01  9.00000000e-01  7.30000000e-01  7.30000000e-01 
 7.40000000e-01  7.69734603e-08  7.40000000e-01  9.00000000e-01  7.40000000e-01  7.40000000e-01 
 7.50000000e-01  7.74646836e-08  7.50000000e-01  9.00000000e-01  7.50000000e-01  7.50000000e-01 
 7.60000000e-01  7.79595050e-08  7.60000000e-01  9.00000000e-01  7.60000000e-01  7.60000000e-01 
 7.70000000e-01  7.84596341e-08  7.70000000e-01  9.00000000e-01  7.70000000e-01  7.70000000e-01 
 7.80000000e-01  7.89674812e-08  7.80000000e-01  9.00000000e-01  7.80000000e-01  7.80000000e-01 
 7.90000000e-01  7.94868041e-08  7.90000000e-01  9.00000000e-01  7.90000000e-01  7.90000000e-01 
 8.00000000e-01  8.00242507e-08  8.00000000e-01  9.00000000e-01  8.00000000e-01  8.00000000e-01 
 8.10000000e-01  8.05941703e-08  8.10000000e-01  9.00000000e-01  8.10000000e-01  8.10000000e-01 
 8.20000000e-01  8.12499348e-08  8.20000000e-01  9.00000000e-01  8.20000000e-01  8.20000000e-01 
 8.30000000e-01  8.24215427e-08  8.30000000e-01  9.00000000e-01  8.30000000e-01  8.30000000e-01 
 8.40000000e-01  8.58664032e-08  8.40000000e-01  9.00000000e-01  8.40000000e-01  8.40000000e-01 
 8.50000000e-01  9.10650652e-08  8.50000000e-01  9.00000000e-01  8.50000000e-01  8.50000000e-01 
 8.60000000e-01  2.59770029e-06  8.60000000e-01  9.00000000e-01  8.60000000e-01  8.60000000e-01 
 8.70000000e-01  1.91442646e-03  8.70000000e-01  9.00000000e-01  8.70000000e-01  8.70000000e-01 
 8.80000000e-01  7.73836627e-03  8.80000000e-01  9.00000000e-01  8.80000000e-01  8.80000000e-01 
 8.90000000e-01  2.01745767e-02  8.90000000e-01  9.00000000e-01  8.90000000e-01  8.90000000e-01 
 9.00000000e-01  4.75186121e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01 
 9.10000000e-01  1.74216380e+00  9.10000000e-01  9.00000000e-01  9.10000000e-01  9.10000000e-01 
 9.20000000e-01  1.76442622e+00  9.20000000e-01  9.00000000e-01  9.20000000e-01  9.20000000e-01 
 9.30000000e-01  1.77585933e+00  9.30000000e-01  9.00000000e-01  9.30000000e-01  9.30000000e-01 
 9.40000000e-01  1.78161904e+00  9.40000000e-01  9.00000000e-01  9.40000000e-01  9.40000000e-01 
 9.50000000e-01  1.78410340e+00  9.50000000e-01  9.00000000e-01  9.50000000e-01  9.50000000e-01 
 9.60000000e-01  1.78605032e+00  9.60000000e-01  9.00000000e-01  9.60000000e-01  9.60000000e-01 
 9.70000000e-01  1.78702243e+00  9.70000000e-01  9.00000000e-01  9.70000000e-01  9.70000000e-01 
 9.80000000e-01  1.78717212e+00  9.80000000e-01  9.00000000e-01  9.80000000e-01  9.80000000e-01 
 9.90000000e-01  1.78722810e+00  9.90000000e-01  9.00000000e-01  9.90000000e-01  9.90000000e-01 
 1.00000000e+00  1.78726049e+00  1.00000000e+00  9.00000000e-01  1.00000000e+00  1.00000000e+00 
 1.01000000e+00  1.78728056e+00  1.01000000e+00  9.00000000e-01  1.01000000e+00  1.01000000e+00 
 1.02000000e+00  1.78729535e+00  1.02000000e+00  9.00000000e-01  1.02000000e+00  1.02000000e+00 
 1.03000000e+00  1.78730646e+00  1.03000000e+00  9.00000000e-01  1.03000000e+00  1.03000000e+00 
 1.04000000e+00  1.78731490e+00  1.04000000e+00  9.00000000e-01  1.04000000e+00  1.04000000e+00 
 1.05000000e+00  1.78732142e+00  1.05000000e+00  9.00000000e-01  1.05000000e+00  1.05000000e+00 
 1.06000000e+00  1.78732654e+00  1.06000000e+00  9.00000000e-01  1.06000000e+00  1.06000000e+00 
 1.07000000e+00  1.78733060e+00  1.07000000e+00  9.00000000e-01  1.07000000e+00  1.07000000e+00 
 1.08000000e+00  1.78733386e+00  1.08000000e+00  9.00000000e-01  1.08000000e+00  1.08000000e+00 
 1.09000000e+00  1.78733651e+00  1.09000000e+00  9.00000000e-01  1.09000000e+00  1.09000000e+00 
 1.10000000e+00  1.78733867e+00  1.10000000e+00  9.00000000e-01  1.10000000e+00  1.10000000e+00 
 1.11000000e+00  1.78734045e+00  1.11000000e+00  9.00000000e-01  1.11000000e+00  1.11000000e+00 
 1.12000000e+00  1.78734192e+00  1.12000000e+00  9.00000000e-01  1.12000000e+00  1.12000000e+00 
 1.13000000e+00  1.78734316e+00  1.13000000e+00  9.00000000e-01  1.13000000e+00  1.13000000e+00 
 1.14000000e+00  1.78734421e+00  1.14000000e+00  9.00000000e-01  1.14000000e+00  1.14000000e+00 
 1.15000000e+00  1.78734509e+00  1.15000000e+00  9.00000000e-01  1.15000000e+00  1.15000000e+00 
 1.16000000e+00  1.78734585e+00  1.16000000e+00  9.00000000e-01  1.16000000e+00  1.16000000e+00 
 1.17000000e+00  1.78734650e+00  1.17000000e+00  9.00000000e-01  1.17000000e+00  1.17000000e+00 
 1.18000000e+00  1.78734707e+00  1.18000000e+00  9.00000000e-01  1.18000000e+00  1.18000000e+00 
 1.19000000e+00  1.78734756e+00  1.19000000e+00  9.00000000e-01  1.19000000e+00  1.19000000e+00 
 1.20000000e+00  1.78734799e+00  1.20000000e+00  9.00000000e-01  1.20000000e+00  1.20000000e+00 
 1.21000000e+00  1.78734837e+00  1.21000000e+00  9.00000000e-01  1.21000000e+00  1.21000000e+00 
 1.22000000e+00  1.78734871e+00  1.22000000e+00  9.00000000e-01  1.22000000e+00  1.22000000e+00 
 1.23000000e+00  1.78734901e+00  1.23000000e+00  9.00000000e-01  1.23000000e+00  1.23000000e+00 
 1.24000000e+00  1.78734927e+00  1.24000000e+00  9.00000000e-01  1.24000000e+00  1.24000000e+00 
 1.25000000e+00  1.78734952e+00  1.25000000e+00  9.00000000e-01  1.25000000e+00  1.25000000e+00 
 1.26000000e+00  1.78734973e+00  1.26000000e+00  9.00000000e-01  1.26000000e+00  1.26000000e+00 
 1.27000000e+00  1.78734993e+00  1.27000000e+00  9.00000000e-01  1.27000000e+00  1.27000000e+00 
 1.28000000e+00  1.78735011e+00  1.28000000e+00  9.00000000e-01  1.28000000e+00  1.28000000e+00 
 1.29000000e+00  1.78735027e+00  1.29000000e+00  9.00000000e-01  1.29000000e+00  1.29000000e+00 
 1.30000000e+00  1.78735042e+00  1.30000000e+00  9.00000000e-01  1.30000000e+00  1.30000000e+00 
 1.31000000e+00  1.78735056e+00  1.31000000e+00  9.00000000e-01  1.31000000e+00  1.31000000e+00 
