 v-sweep         v(Vout)         v(V1)           v(V2)          
 7.15000000e-01  1.79775271e+00  7.15000000e-01  5.00000000e-01 
 7.16000000e-01  1.79775293e+00  7.16000000e-01  5.00000000e-01 
 7.17000000e-01  1.79775314e+00  7.17000000e-01  5.00000000e-01 
 7.18000000e-01  1.79775335e+00  7.18000000e-01  5.00000000e-01 
 7.19000000e-01  1.79775356e+00  7.19000000e-01  5.00000000e-01 
 7.20000000e-01  1.79775376e+00  7.20000000e-01  5.00000000e-01 
 7.21000000e-01  1.79775396e+00  7.21000000e-01  5.00000000e-01 
 7.22000000e-01  1.79775415e+00  7.22000000e-01  5.00000000e-01 
 7.23000000e-01  1.79775433e+00  7.23000000e-01  5.00000000e-01 
 7.24000000e-01  1.79775452e+00  7.24000000e-01  5.00000000e-01 
 7.25000000e-01  1.79775469e+00  7.25000000e-01  5.00000000e-01 
 7.26000000e-01  1.79775487e+00  7.26000000e-01  5.00000000e-01 
 7.27000000e-01  1.79775504e+00  7.27000000e-01  5.00000000e-01 
 7.28000000e-01  1.79775521e+00  7.28000000e-01  5.00000000e-01 
 7.29000000e-01  1.79775537e+00  7.29000000e-01  5.00000000e-01 
 7.30000000e-01  1.79775553e+00  7.30000000e-01  5.00000000e-01 
 7.31000000e-01  1.79775568e+00  7.31000000e-01  5.00000000e-01 
 7.32000000e-01  1.79775583e+00  7.32000000e-01  5.00000000e-01 
 7.33000000e-01  1.79775598e+00  7.33000000e-01  5.00000000e-01 
 7.34000000e-01  1.79775613e+00  7.34000000e-01  5.00000000e-01 
 7.35000000e-01  1.79775627e+00  7.35000000e-01  5.00000000e-01 
 7.36000000e-01  1.79775641e+00  7.36000000e-01  5.00000000e-01 
 7.37000000e-01  1.79775655e+00  7.37000000e-01  5.00000000e-01 
 7.38000000e-01  1.79775668e+00  7.38000000e-01  5.00000000e-01 
 7.39000000e-01  1.79775681e+00  7.39000000e-01  5.00000000e-01 
 7.40000000e-01  1.79775694e+00  7.40000000e-01  5.00000000e-01 
 7.41000000e-01  1.79775706e+00  7.41000000e-01  5.00000000e-01 
 7.42000000e-01  1.79775719e+00  7.42000000e-01  5.00000000e-01 
 7.43000000e-01  1.79775731e+00  7.43000000e-01  5.00000000e-01 
 7.44000000e-01  1.79775742e+00  7.44000000e-01  5.00000000e-01 
 7.45000000e-01  1.79775754e+00  7.45000000e-01  5.00000000e-01 
 7.46000000e-01  1.79775765e+00  7.46000000e-01  5.00000000e-01 
 7.47000000e-01  1.79775776e+00  7.47000000e-01  5.00000000e-01 
 7.48000000e-01  1.79775787e+00  7.48000000e-01  5.00000000e-01 
 7.49000000e-01  1.79775797e+00  7.49000000e-01  5.00000000e-01 
 7.50000000e-01  1.79775807e+00  7.50000000e-01  5.00000000e-01 
 7.51000000e-01  1.79775818e+00  7.51000000e-01  5.00000000e-01 
 7.52000000e-01  1.79775828e+00  7.52000000e-01  5.00000000e-01 
 7.53000000e-01  1.79775837e+00  7.53000000e-01  5.00000000e-01 
 7.54000000e-01  1.79775847e+00  7.54000000e-01  5.00000000e-01 
 7.55000000e-01  1.79775856e+00  7.55000000e-01  5.00000000e-01 
 7.56000000e-01  1.79775865e+00  7.56000000e-01  5.00000000e-01 
 7.57000000e-01  1.79775874e+00  7.57000000e-01  5.00000000e-01 
 7.58000000e-01  1.79775883e+00  7.58000000e-01  5.00000000e-01 
 7.59000000e-01  1.79775892e+00  7.59000000e-01  5.00000000e-01 
 7.60000000e-01  1.79775900e+00  7.60000000e-01  5.00000000e-01 
 7.61000000e-01  1.79775908e+00  7.61000000e-01  5.00000000e-01 
 7.62000000e-01  1.79775916e+00  7.62000000e-01  5.00000000e-01 
 7.63000000e-01  1.79775925e+00  7.63000000e-01  5.00000000e-01 
 7.64000000e-01  1.79775932e+00  7.64000000e-01  5.00000000e-01 
 7.65000000e-01  1.79775940e+00  7.65000000e-01  5.00000000e-01 
 7.66000000e-01  1.79775948e+00  7.66000000e-01  5.00000000e-01 
 7.67000000e-01  1.79775955e+00  7.67000000e-01  5.00000000e-01 
 7.68000000e-01  1.79775962e+00  7.68000000e-01  5.00000000e-01 
 7.69000000e-01  1.79775969e+00  7.69000000e-01  5.00000000e-01 
 7.70000000e-01  1.79775976e+00  7.70000000e-01  5.00000000e-01 
 7.71000000e-01  1.79775983e+00  7.71000000e-01  5.00000000e-01 
 7.72000000e-01  1.79775989e+00  7.72000000e-01  5.00000000e-01 
 7.73000000e-01  1.79775996e+00  7.73000000e-01  5.00000000e-01 
 7.74000000e-01  1.79776003e+00  7.74000000e-01  5.00000000e-01 
 7.75000000e-01  1.79776009e+00  7.75000000e-01  5.00000000e-01 
 7.76000000e-01  1.79776015e+00  7.76000000e-01  5.00000000e-01 
 7.77000000e-01  1.79776021e+00  7.77000000e-01  5.00000000e-01 
 7.78000000e-01  1.79776027e+00  7.78000000e-01  5.00000000e-01 
 7.79000000e-01  1.79776033e+00  7.79000000e-01  5.00000000e-01 
 7.80000000e-01  1.79776039e+00  7.80000000e-01  5.00000000e-01 
 7.81000000e-01  1.79776045e+00  7.81000000e-01  5.00000000e-01 
 7.82000000e-01  1.79776050e+00  7.82000000e-01  5.00000000e-01 
 7.83000000e-01  1.79776056e+00  7.83000000e-01  5.00000000e-01 
 7.84000000e-01  1.79776061e+00  7.84000000e-01  5.00000000e-01 
 7.85000000e-01  1.79776066e+00  7.85000000e-01  5.00000000e-01 
 7.86000000e-01  1.79776071e+00  7.86000000e-01  5.00000000e-01 
 7.87000000e-01  1.79776076e+00  7.87000000e-01  5.00000000e-01 
 7.88000000e-01  1.79776082e+00  7.88000000e-01  5.00000000e-01 
 7.89000000e-01  1.79776086e+00  7.89000000e-01  5.00000000e-01 
 7.90000000e-01  1.79776091e+00  7.90000000e-01  5.00000000e-01 
 7.91000000e-01  1.79776096e+00  7.91000000e-01  5.00000000e-01 
 7.92000000e-01  1.79776101e+00  7.92000000e-01  5.00000000e-01 
 7.93000000e-01  1.79776105e+00  7.93000000e-01  5.00000000e-01 
 7.94000000e-01  1.79776110e+00  7.94000000e-01  5.00000000e-01 
 7.95000000e-01  1.79776114e+00  7.95000000e-01  5.00000000e-01 
 7.96000000e-01  1.79776118e+00  7.96000000e-01  5.00000000e-01 
 7.97000000e-01  1.79776123e+00  7.97000000e-01  5.00000000e-01 
 7.98000000e-01  1.79776127e+00  7.98000000e-01  5.00000000e-01 
 7.99000000e-01  1.79776131e+00  7.99000000e-01  5.00000000e-01 
 8.00000000e-01  1.79776135e+00  8.00000000e-01  5.00000000e-01 
 8.01000000e-01  1.79776139e+00  8.01000000e-01  5.00000000e-01 
 8.02000000e-01  1.79776143e+00  8.02000000e-01  5.00000000e-01 
 8.03000000e-01  1.79776147e+00  8.03000000e-01  5.00000000e-01 
 8.04000000e-01  1.79776151e+00  8.04000000e-01  5.00000000e-01 
 8.05000000e-01  1.79776154e+00  8.05000000e-01  5.00000000e-01 
 8.06000000e-01  1.79776158e+00  8.06000000e-01  5.00000000e-01 
 8.07000000e-01  1.79776162e+00  8.07000000e-01  5.00000000e-01 
 8.08000000e-01  1.79776165e+00  8.08000000e-01  5.00000000e-01 
 8.09000000e-01  1.79776169e+00  8.09000000e-01  5.00000000e-01 
 8.10000000e-01  1.79776172e+00  8.10000000e-01  5.00000000e-01 
 8.11000000e-01  1.79776176e+00  8.11000000e-01  5.00000000e-01 
 8.12000000e-01  1.79776179e+00  8.12000000e-01  5.00000000e-01 
 8.13000000e-01  1.79776182e+00  8.13000000e-01  5.00000000e-01 
 8.14000000e-01  1.79776186e+00  8.14000000e-01  5.00000000e-01 
 8.15000000e-01  1.79776189e+00  8.15000000e-01  5.00000000e-01 
 8.16000000e-01  1.79776192e+00  8.16000000e-01  5.00000000e-01 
 8.17000000e-01  1.79776195e+00  8.17000000e-01  5.00000000e-01 
 8.18000000e-01  1.79776198e+00  8.18000000e-01  5.00000000e-01 
 8.19000000e-01  1.79776201e+00  8.19000000e-01  5.00000000e-01 
 8.20000000e-01  1.79776204e+00  8.20000000e-01  5.00000000e-01 
 8.21000000e-01  1.79776207e+00  8.21000000e-01  5.00000000e-01 
 8.22000000e-01  1.79776210e+00  8.22000000e-01  5.00000000e-01 
 8.23000000e-01  1.79776212e+00  8.23000000e-01  5.00000000e-01 
 8.24000000e-01  1.79776215e+00  8.24000000e-01  5.00000000e-01 
 8.25000000e-01  1.79776218e+00  8.25000000e-01  5.00000000e-01 
 8.26000000e-01  1.79776221e+00  8.26000000e-01  5.00000000e-01 
 8.27000000e-01  1.79776223e+00  8.27000000e-01  5.00000000e-01 
 8.28000000e-01  1.79776226e+00  8.28000000e-01  5.00000000e-01 
 8.29000000e-01  1.79776228e+00  8.29000000e-01  5.00000000e-01 
 8.30000000e-01  1.79776231e+00  8.30000000e-01  5.00000000e-01 
 8.31000000e-01  1.79776233e+00  8.31000000e-01  5.00000000e-01 
 8.32000000e-01  1.79776236e+00  8.32000000e-01  5.00000000e-01 
 8.33000000e-01  1.79776238e+00  8.33000000e-01  5.00000000e-01 
 8.34000000e-01  1.79776241e+00  8.34000000e-01  5.00000000e-01 
 8.35000000e-01  1.79776243e+00  8.35000000e-01  5.00000000e-01 
 8.36000000e-01  1.79776245e+00  8.36000000e-01  5.00000000e-01 
 8.37000000e-01  1.79776248e+00  8.37000000e-01  5.00000000e-01 
 8.38000000e-01  1.79776250e+00  8.38000000e-01  5.00000000e-01 
 8.39000000e-01  1.79776252e+00  8.39000000e-01  5.00000000e-01 
 8.40000000e-01  1.79776254e+00  8.40000000e-01  5.00000000e-01 
 8.41000000e-01  1.79776256e+00  8.41000000e-01  5.00000000e-01 
 8.42000000e-01  1.79776259e+00  8.42000000e-01  5.00000000e-01 
 8.43000000e-01  1.79776261e+00  8.43000000e-01  5.00000000e-01 
 8.44000000e-01  1.79776263e+00  8.44000000e-01  5.00000000e-01 
 8.45000000e-01  1.79776265e+00  8.45000000e-01  5.00000000e-01 
 8.46000000e-01  1.79776267e+00  8.46000000e-01  5.00000000e-01 
 8.47000000e-01  1.79776269e+00  8.47000000e-01  5.00000000e-01 
 8.48000000e-01  1.79776271e+00  8.48000000e-01  5.00000000e-01 
 8.49000000e-01  1.79776273e+00  8.49000000e-01  5.00000000e-01 
 8.50000000e-01  1.79776274e+00  8.50000000e-01  5.00000000e-01 
 8.51000000e-01  1.79776276e+00  8.51000000e-01  5.00000000e-01 
 8.52000000e-01  1.79776278e+00  8.52000000e-01  5.00000000e-01 
 8.53000000e-01  1.79776280e+00  8.53000000e-01  5.00000000e-01 
 8.54000000e-01  1.79776282e+00  8.54000000e-01  5.00000000e-01 
 8.55000000e-01  1.79776284e+00  8.55000000e-01  5.00000000e-01 
 8.56000000e-01  1.79776285e+00  8.56000000e-01  5.00000000e-01 
 8.57000000e-01  1.79776287e+00  8.57000000e-01  5.00000000e-01 
 8.58000000e-01  1.79776289e+00  8.58000000e-01  5.00000000e-01 
 8.59000000e-01  1.79776290e+00  8.59000000e-01  5.00000000e-01 
 8.60000000e-01  1.79776292e+00  8.60000000e-01  5.00000000e-01 
 8.61000000e-01  1.79776294e+00  8.61000000e-01  5.00000000e-01 
 8.62000000e-01  1.79776295e+00  8.62000000e-01  5.00000000e-01 
 8.63000000e-01  1.79776297e+00  8.63000000e-01  5.00000000e-01 
 8.64000000e-01  1.79776298e+00  8.64000000e-01  5.00000000e-01 
 8.65000000e-01  1.79776300e+00  8.65000000e-01  5.00000000e-01 
 8.66000000e-01  1.79776301e+00  8.66000000e-01  5.00000000e-01 
 8.67000000e-01  1.79776303e+00  8.67000000e-01  5.00000000e-01 
 8.68000000e-01  1.79776305e+00  8.68000000e-01  5.00000000e-01 
 8.69000000e-01  1.79776306e+00  8.69000000e-01  5.00000000e-01 
 8.70000000e-01  1.79776307e+00  8.70000000e-01  5.00000000e-01 
 8.71000000e-01  1.79776309e+00  8.71000000e-01  5.00000000e-01 
 8.72000000e-01  1.79776310e+00  8.72000000e-01  5.00000000e-01 
 8.73000000e-01  1.79776312e+00  8.73000000e-01  5.00000000e-01 
 8.74000000e-01  1.79776313e+00  8.74000000e-01  5.00000000e-01 
 8.75000000e-01  1.79776315e+00  8.75000000e-01  5.00000000e-01 
 8.76000000e-01  1.79776316e+00  8.76000000e-01  5.00000000e-01 
 8.77000000e-01  1.79776317e+00  8.77000000e-01  5.00000000e-01 
 8.78000000e-01  1.79776318e+00  8.78000000e-01  5.00000000e-01 
 8.79000000e-01  1.79776320e+00  8.79000000e-01  5.00000000e-01 
 8.80000000e-01  1.79776321e+00  8.80000000e-01  5.00000000e-01 
 8.81000000e-01  1.79776322e+00  8.81000000e-01  5.00000000e-01 
 8.82000000e-01  1.79776324e+00  8.82000000e-01  5.00000000e-01 
 8.83000000e-01  1.79776325e+00  8.83000000e-01  5.00000000e-01 
 8.84000000e-01  1.79776326e+00  8.84000000e-01  5.00000000e-01 
 8.85000000e-01  1.79776327e+00  8.85000000e-01  5.00000000e-01 
 8.86000000e-01  1.79776329e+00  8.86000000e-01  5.00000000e-01 
 8.87000000e-01  1.79776330e+00  8.87000000e-01  5.00000000e-01 
 8.88000000e-01  1.79776331e+00  8.88000000e-01  5.00000000e-01 
 8.89000000e-01  1.79776332e+00  8.89000000e-01  5.00000000e-01 
 8.90000000e-01  1.79776333e+00  8.90000000e-01  5.00000000e-01 
 8.91000000e-01  1.79776334e+00  8.91000000e-01  5.00000000e-01 
 8.92000000e-01  1.79776335e+00  8.92000000e-01  5.00000000e-01 
 8.93000000e-01  1.79776336e+00  8.93000000e-01  5.00000000e-01 
 8.94000000e-01  1.79776338e+00  8.94000000e-01  5.00000000e-01 
 8.95000000e-01  1.79776339e+00  8.95000000e-01  5.00000000e-01 
 8.96000000e-01  1.79776340e+00  8.96000000e-01  5.00000000e-01 
 8.97000000e-01  1.79776341e+00  8.97000000e-01  5.00000000e-01 
 8.98000000e-01  1.79776342e+00  8.98000000e-01  5.00000000e-01 
 8.99000000e-01  1.79776343e+00  8.99000000e-01  5.00000000e-01 
 9.00000000e-01  1.79776344e+00  9.00000000e-01  5.00000000e-01 
 9.01000000e-01  1.79776345e+00  9.01000000e-01  5.00000000e-01 
 9.02000000e-01  1.79776346e+00  9.02000000e-01  5.00000000e-01 
 9.03000000e-01  1.79776347e+00  9.03000000e-01  5.00000000e-01 
 9.04000000e-01  1.79776348e+00  9.04000000e-01  5.00000000e-01 
 9.05000000e-01  1.79776349e+00  9.05000000e-01  5.00000000e-01 
 9.06000000e-01  1.79776350e+00  9.06000000e-01  5.00000000e-01 
 9.07000000e-01  1.79776351e+00  9.07000000e-01  5.00000000e-01 
 9.08000000e-01  1.79776352e+00  9.08000000e-01  5.00000000e-01 
 9.09000000e-01  1.79776353e+00  9.09000000e-01  5.00000000e-01 
 9.10000000e-01  1.79776353e+00  9.10000000e-01  5.00000000e-01 
 9.11000000e-01  1.79776354e+00  9.11000000e-01  5.00000000e-01 
 9.12000000e-01  1.79776355e+00  9.12000000e-01  5.00000000e-01 
 9.13000000e-01  1.79776356e+00  9.13000000e-01  5.00000000e-01 
 9.14000000e-01  1.79776357e+00  9.14000000e-01  5.00000000e-01 
 9.15000000e-01  1.79776358e+00  9.15000000e-01  5.00000000e-01 
 9.16000000e-01  1.79776359e+00  9.16000000e-01  5.00000000e-01 
 9.17000000e-01  1.79776360e+00  9.17000000e-01  5.00000000e-01 
 9.18000000e-01  1.79776360e+00  9.18000000e-01  5.00000000e-01 
 9.19000000e-01  1.79776361e+00  9.19000000e-01  5.00000000e-01 
 9.20000000e-01  1.79776362e+00  9.20000000e-01  5.00000000e-01 
 9.21000000e-01  1.79776363e+00  9.21000000e-01  5.00000000e-01 
 9.22000000e-01  1.79776364e+00  9.22000000e-01  5.00000000e-01 
 9.23000000e-01  1.79776364e+00  9.23000000e-01  5.00000000e-01 
 9.24000000e-01  1.79776365e+00  9.24000000e-01  5.00000000e-01 
 9.25000000e-01  1.79776366e+00  9.25000000e-01  5.00000000e-01 
 9.26000000e-01  1.79776367e+00  9.26000000e-01  5.00000000e-01 
 9.27000000e-01  1.79776368e+00  9.27000000e-01  5.00000000e-01 
 9.28000000e-01  1.79776368e+00  9.28000000e-01  5.00000000e-01 
 9.29000000e-01  1.79776369e+00  9.29000000e-01  5.00000000e-01 
 9.30000000e-01  1.79776370e+00  9.30000000e-01  5.00000000e-01 
 9.31000000e-01  1.79776371e+00  9.31000000e-01  5.00000000e-01 
 9.32000000e-01  1.79776371e+00  9.32000000e-01  5.00000000e-01 
 9.33000000e-01  1.79776372e+00  9.33000000e-01  5.00000000e-01 
 9.34000000e-01  1.79776373e+00  9.34000000e-01  5.00000000e-01 
 9.35000000e-01  1.79776373e+00  9.35000000e-01  5.00000000e-01 
 9.36000000e-01  1.79776374e+00  9.36000000e-01  5.00000000e-01 
 9.37000000e-01  1.79776375e+00  9.37000000e-01  5.00000000e-01 
 9.38000000e-01  1.79776375e+00  9.38000000e-01  5.00000000e-01 
 9.39000000e-01  1.79776376e+00  9.39000000e-01  5.00000000e-01 
 9.40000000e-01  1.79776377e+00  9.40000000e-01  5.00000000e-01 
 9.41000000e-01  1.79776377e+00  9.41000000e-01  5.00000000e-01 
 9.42000000e-01  1.79776378e+00  9.42000000e-01  5.00000000e-01 
 9.43000000e-01  1.79776379e+00  9.43000000e-01  5.00000000e-01 
 9.44000000e-01  1.79776380e+00  9.44000000e-01  5.00000000e-01 
 9.45000000e-01  1.79776380e+00  9.45000000e-01  5.00000000e-01 
 9.46000000e-01  1.79776381e+00  9.46000000e-01  5.00000000e-01 
 9.47000000e-01  1.79776381e+00  9.47000000e-01  5.00000000e-01 
 9.48000000e-01  1.79776382e+00  9.48000000e-01  5.00000000e-01 
 9.49000000e-01  1.79776383e+00  9.49000000e-01  5.00000000e-01 
 9.50000000e-01  1.79776383e+00  9.50000000e-01  5.00000000e-01 
 9.51000000e-01  1.79776384e+00  9.51000000e-01  5.00000000e-01 
 9.52000000e-01  1.79776384e+00  9.52000000e-01  5.00000000e-01 
 9.53000000e-01  1.79776385e+00  9.53000000e-01  5.00000000e-01 
 9.54000000e-01  1.79776386e+00  9.54000000e-01  5.00000000e-01 
 9.55000000e-01  1.79776386e+00  9.55000000e-01  5.00000000e-01 
 9.56000000e-01  1.79776387e+00  9.56000000e-01  5.00000000e-01 
 9.57000000e-01  1.79776387e+00  9.57000000e-01  5.00000000e-01 
 9.58000000e-01  1.79776388e+00  9.58000000e-01  5.00000000e-01 
 9.59000000e-01  1.79776389e+00  9.59000000e-01  5.00000000e-01 
 9.60000000e-01  1.79776389e+00  9.60000000e-01  5.00000000e-01 
 9.61000000e-01  1.79776390e+00  9.61000000e-01  5.00000000e-01 
 9.62000000e-01  1.79776390e+00  9.62000000e-01  5.00000000e-01 
 9.63000000e-01  1.79776391e+00  9.63000000e-01  5.00000000e-01 
 9.64000000e-01  1.79776391e+00  9.64000000e-01  5.00000000e-01 
 9.65000000e-01  1.79776392e+00  9.65000000e-01  5.00000000e-01 
 9.66000000e-01  1.79776392e+00  9.66000000e-01  5.00000000e-01 
 9.67000000e-01  1.79776393e+00  9.67000000e-01  5.00000000e-01 
 9.68000000e-01  1.79776393e+00  9.68000000e-01  5.00000000e-01 
 9.69000000e-01  1.79776394e+00  9.69000000e-01  5.00000000e-01 
 9.70000000e-01  1.79776394e+00  9.70000000e-01  5.00000000e-01 
 9.71000000e-01  1.79776395e+00  9.71000000e-01  5.00000000e-01 
 9.72000000e-01  1.79776395e+00  9.72000000e-01  5.00000000e-01 
 9.73000000e-01  1.79776396e+00  9.73000000e-01  5.00000000e-01 
 9.74000000e-01  1.79776396e+00  9.74000000e-01  5.00000000e-01 
 9.75000000e-01  1.79776397e+00  9.75000000e-01  5.00000000e-01 
 9.76000000e-01  1.79776397e+00  9.76000000e-01  5.00000000e-01 
 9.77000000e-01  1.79776398e+00  9.77000000e-01  5.00000000e-01 
 9.78000000e-01  1.79776398e+00  9.78000000e-01  5.00000000e-01 
 9.79000000e-01  1.79776399e+00  9.79000000e-01  5.00000000e-01 
 9.80000000e-01  1.79776399e+00  9.80000000e-01  5.00000000e-01 
 9.81000000e-01  1.79776400e+00  9.81000000e-01  5.00000000e-01 
 9.82000000e-01  1.79776400e+00  9.82000000e-01  5.00000000e-01 
 9.83000000e-01  1.79776401e+00  9.83000000e-01  5.00000000e-01 
 9.84000000e-01  1.79776401e+00  9.84000000e-01  5.00000000e-01 
 9.85000000e-01  1.79776402e+00  9.85000000e-01  5.00000000e-01 
 9.86000000e-01  1.79776402e+00  9.86000000e-01  5.00000000e-01 
 9.87000000e-01  1.79776403e+00  9.87000000e-01  5.00000000e-01 
 9.88000000e-01  1.79776403e+00  9.88000000e-01  5.00000000e-01 
 9.89000000e-01  1.79776403e+00  9.89000000e-01  5.00000000e-01 
 9.90000000e-01  1.79776404e+00  9.90000000e-01  5.00000000e-01 
 9.91000000e-01  1.79776404e+00  9.91000000e-01  5.00000000e-01 
 9.92000000e-01  1.79776405e+00  9.92000000e-01  5.00000000e-01 
 9.93000000e-01  1.79776405e+00  9.93000000e-01  5.00000000e-01 
 9.94000000e-01  1.79776406e+00  9.94000000e-01  5.00000000e-01 
 9.95000000e-01  1.79776406e+00  9.95000000e-01  5.00000000e-01 
 9.96000000e-01  1.79776407e+00  9.96000000e-01  5.00000000e-01 
 9.97000000e-01  1.79776407e+00  9.97000000e-01  5.00000000e-01 
 9.98000000e-01  1.79776407e+00  9.98000000e-01  5.00000000e-01 
 9.99000000e-01  1.79776408e+00  9.99000000e-01  5.00000000e-01 
 1.00000000e+00  1.79776408e+00  1.00000000e+00  5.00000000e-01 
 1.00100000e+00  1.79776409e+00  1.00100000e+00  5.00000000e-01 
 1.00200000e+00  1.79776409e+00  1.00200000e+00  5.00000000e-01 
 1.00300000e+00  1.79776409e+00  1.00300000e+00  5.00000000e-01 
 1.00400000e+00  1.79776410e+00  1.00400000e+00  5.00000000e-01 
 1.00500000e+00  1.79776410e+00  1.00500000e+00  5.00000000e-01 
 1.00600000e+00  1.79776410e+00  1.00600000e+00  5.00000000e-01 
 1.00700000e+00  1.79776411e+00  1.00700000e+00  5.00000000e-01 
 1.00800000e+00  1.79776411e+00  1.00800000e+00  5.00000000e-01 
 1.00900000e+00  1.79776412e+00  1.00900000e+00  5.00000000e-01 
 1.01000000e+00  1.79776412e+00  1.01000000e+00  5.00000000e-01 
 1.01100000e+00  1.79776412e+00  1.01100000e+00  5.00000000e-01 
 1.01200000e+00  1.79776413e+00  1.01200000e+00  5.00000000e-01 
 1.01300000e+00  1.79776413e+00  1.01300000e+00  5.00000000e-01 
 1.01400000e+00  1.79776413e+00  1.01400000e+00  5.00000000e-01 
 1.01500000e+00  1.79776414e+00  1.01500000e+00  5.00000000e-01 
 1.01600000e+00  1.79776414e+00  1.01600000e+00  5.00000000e-01 
 1.01700000e+00  1.79776414e+00  1.01700000e+00  5.00000000e-01 
 1.01800000e+00  1.79776415e+00  1.01800000e+00  5.00000000e-01 
 1.01900000e+00  1.79776415e+00  1.01900000e+00  5.00000000e-01 
 1.02000000e+00  1.79776415e+00  1.02000000e+00  5.00000000e-01 
 1.02100000e+00  1.79776416e+00  1.02100000e+00  5.00000000e-01 
 1.02200000e+00  1.79776416e+00  1.02200000e+00  5.00000000e-01 
 1.02300000e+00  1.79776417e+00  1.02300000e+00  5.00000000e-01 
 1.02400000e+00  1.79776417e+00  1.02400000e+00  5.00000000e-01 
 1.02500000e+00  1.79776417e+00  1.02500000e+00  5.00000000e-01 
 1.02600000e+00  1.79776418e+00  1.02600000e+00  5.00000000e-01 
 1.02700000e+00  1.79776418e+00  1.02700000e+00  5.00000000e-01 
 1.02800000e+00  1.79776418e+00  1.02800000e+00  5.00000000e-01 
 1.02900000e+00  1.79776418e+00  1.02900000e+00  5.00000000e-01 
 1.03000000e+00  1.79776419e+00  1.03000000e+00  5.00000000e-01 
 1.03100000e+00  1.79776419e+00  1.03100000e+00  5.00000000e-01 
 1.03200000e+00  1.79776420e+00  1.03200000e+00  5.00000000e-01 
 1.03300000e+00  1.79776420e+00  1.03300000e+00  5.00000000e-01 
 1.03400000e+00  1.79776420e+00  1.03400000e+00  5.00000000e-01 
 1.03500000e+00  1.79776420e+00  1.03500000e+00  5.00000000e-01 
 1.03600000e+00  1.79776421e+00  1.03600000e+00  5.00000000e-01 
 1.03700000e+00  1.79776421e+00  1.03700000e+00  5.00000000e-01 
 1.03800000e+00  1.79776421e+00  1.03800000e+00  5.00000000e-01 
 1.03900000e+00  1.79776422e+00  1.03900000e+00  5.00000000e-01 
 1.04000000e+00  1.79776422e+00  1.04000000e+00  5.00000000e-01 
 1.04100000e+00  1.79776422e+00  1.04100000e+00  5.00000000e-01 
 1.04200000e+00  1.79776422e+00  1.04200000e+00  5.00000000e-01 
 1.04300000e+00  1.79776423e+00  1.04300000e+00  5.00000000e-01 
 1.04400000e+00  1.79776423e+00  1.04400000e+00  5.00000000e-01 
 1.04500000e+00  1.79776424e+00  1.04500000e+00  5.00000000e-01 
 1.04600000e+00  1.79776424e+00  1.04600000e+00  5.00000000e-01 
 1.04700000e+00  1.79776424e+00  1.04700000e+00  5.00000000e-01 
 1.04800000e+00  1.79776424e+00  1.04800000e+00  5.00000000e-01 
 1.04900000e+00  1.79776425e+00  1.04900000e+00  5.00000000e-01 
 1.05000000e+00  1.79776425e+00  1.05000000e+00  5.00000000e-01 
 1.05100000e+00  1.79776425e+00  1.05100000e+00  5.00000000e-01 
 1.05200000e+00  1.79776426e+00  1.05200000e+00  5.00000000e-01 
 1.05300000e+00  1.79776426e+00  1.05300000e+00  5.00000000e-01 
 1.05400000e+00  1.79776426e+00  1.05400000e+00  5.00000000e-01 
 1.05500000e+00  1.79776426e+00  1.05500000e+00  5.00000000e-01 
 1.05600000e+00  1.79776427e+00  1.05600000e+00  5.00000000e-01 
 1.05700000e+00  1.79776427e+00  1.05700000e+00  5.00000000e-01 
 1.05800000e+00  1.79776427e+00  1.05800000e+00  5.00000000e-01 
 1.05900000e+00  1.79776427e+00  1.05900000e+00  5.00000000e-01 
 1.06000000e+00  1.79776428e+00  1.06000000e+00  5.00000000e-01 
 1.06100000e+00  1.79776428e+00  1.06100000e+00  5.00000000e-01 
 1.06200000e+00  1.79776428e+00  1.06200000e+00  5.00000000e-01 
 1.06300000e+00  1.79776428e+00  1.06300000e+00  5.00000000e-01 
 1.06400000e+00  1.79776429e+00  1.06400000e+00  5.00000000e-01 
 1.06500000e+00  1.79776429e+00  1.06500000e+00  5.00000000e-01 
 1.06600000e+00  1.79776429e+00  1.06600000e+00  5.00000000e-01 
 1.06700000e+00  1.79776429e+00  1.06700000e+00  5.00000000e-01 
 1.06800000e+00  1.79776430e+00  1.06800000e+00  5.00000000e-01 
 1.06900000e+00  1.79776430e+00  1.06900000e+00  5.00000000e-01 
 1.07000000e+00  1.79776430e+00  1.07000000e+00  5.00000000e-01 
 1.07100000e+00  1.79776431e+00  1.07100000e+00  5.00000000e-01 
 1.07200000e+00  1.79776431e+00  1.07200000e+00  5.00000000e-01 
 1.07300000e+00  1.79776431e+00  1.07300000e+00  5.00000000e-01 
 1.07400000e+00  1.79776431e+00  1.07400000e+00  5.00000000e-01 
 1.07500000e+00  1.79776432e+00  1.07500000e+00  5.00000000e-01 
 1.07600000e+00  1.79776432e+00  1.07600000e+00  5.00000000e-01 
 1.07700000e+00  1.79776432e+00  1.07700000e+00  5.00000000e-01 
 1.07800000e+00  1.79776432e+00  1.07800000e+00  5.00000000e-01 
 1.07900000e+00  1.79776433e+00  1.07900000e+00  5.00000000e-01 
 1.08000000e+00  1.79776433e+00  1.08000000e+00  5.00000000e-01 
 1.08100000e+00  1.79776433e+00  1.08100000e+00  5.00000000e-01 
