 v-sweep         v(Vout)         v(V1)           v(V2)          
 7.20000000e-02  6.05257587e-08  7.20000000e-02  9.00000000e-01 
 7.30000000e-02  6.05257602e-08  7.30000000e-02  9.00000000e-01 
 7.40000000e-02  6.05257616e-08  7.40000000e-02  9.00000000e-01 
 7.50000000e-02  6.05257617e-08  7.50000000e-02  9.00000000e-01 
 7.60000000e-02  6.05257659e-08  7.60000000e-02  9.00000000e-01 
 7.70000000e-02  6.05257669e-08  7.70000000e-02  9.00000000e-01 
 7.80000000e-02  6.05257696e-08  7.80000000e-02  9.00000000e-01 
 7.90000000e-02  6.05257705e-08  7.90000000e-02  9.00000000e-01 
 8.00000000e-02  6.05257711e-08  8.00000000e-02  9.00000000e-01 
 8.10000000e-02  6.05257738e-08  8.10000000e-02  9.00000000e-01 
 8.20000000e-02  6.05257765e-08  8.20000000e-02  9.00000000e-01 
 8.30000000e-02  6.05257779e-08  8.30000000e-02  9.00000000e-01 
 8.40000000e-02  6.05257793e-08  8.40000000e-02  9.00000000e-01 
 8.50000000e-02  6.05257831e-08  8.50000000e-02  9.00000000e-01 
 8.60000000e-02  6.05257840e-08  8.60000000e-02  9.00000000e-01 
 8.70000000e-02  6.05257856e-08  8.70000000e-02  9.00000000e-01 
 8.80000000e-02  6.05257890e-08  8.80000000e-02  9.00000000e-01 
 8.90000000e-02  6.05257913e-08  8.90000000e-02  9.00000000e-01 
 9.00000000e-02  6.05257930e-08  9.00000000e-02  9.00000000e-01 
 9.10000000e-02  6.05257964e-08  9.10000000e-02  9.00000000e-01 
 9.20000000e-02  6.05257992e-08  9.20000000e-02  9.00000000e-01 
 9.30000000e-02  6.05258025e-08  9.30000000e-02  9.00000000e-01 
 9.40000000e-02  6.05258055e-08  9.40000000e-02  9.00000000e-01 
 9.50000000e-02  6.05258068e-08  9.50000000e-02  9.00000000e-01 
 9.60000000e-02  6.05258096e-08  9.60000000e-02  9.00000000e-01 
 9.70000000e-02  6.05258131e-08  9.70000000e-02  9.00000000e-01 
 9.80000000e-02  6.05258150e-08  9.80000000e-02  9.00000000e-01 
 9.90000000e-02  6.05258190e-08  9.90000000e-02  9.00000000e-01 
 1.00000000e-01  6.05258216e-08  1.00000000e-01  9.00000000e-01 
 1.01000000e-01  6.05258255e-08  1.01000000e-01  9.00000000e-01 
 1.02000000e-01  6.05258292e-08  1.02000000e-01  9.00000000e-01 
 1.03000000e-01  6.05258325e-08  1.03000000e-01  9.00000000e-01 
 1.04000000e-01  6.05258338e-08  1.04000000e-01  9.00000000e-01 
 1.05000000e-01  6.05258371e-08  1.05000000e-01  9.00000000e-01 
 1.06000000e-01  6.05258439e-08  1.06000000e-01  9.00000000e-01 
 1.07000000e-01  6.05258451e-08  1.07000000e-01  9.00000000e-01 
 1.08000000e-01  6.05258507e-08  1.08000000e-01  9.00000000e-01 
 1.09000000e-01  6.05258547e-08  1.09000000e-01  9.00000000e-01 
 1.10000000e-01  6.05258587e-08  1.10000000e-01  9.00000000e-01 
 1.11000000e-01  6.05258629e-08  1.11000000e-01  9.00000000e-01 
 1.12000000e-01  6.05258665e-08  1.12000000e-01  9.00000000e-01 
 1.13000000e-01  6.05258724e-08  1.13000000e-01  9.00000000e-01 
 1.14000000e-01  6.05258752e-08  1.14000000e-01  9.00000000e-01 
 1.15000000e-01  6.05258807e-08  1.15000000e-01  9.00000000e-01 
 1.16000000e-01  6.05258866e-08  1.16000000e-01  9.00000000e-01 
 1.17000000e-01  6.05258904e-08  1.17000000e-01  9.00000000e-01 
 1.18000000e-01  6.05258960e-08  1.18000000e-01  9.00000000e-01 
 1.19000000e-01  6.05259007e-08  1.19000000e-01  9.00000000e-01 
 1.20000000e-01  6.05259053e-08  1.20000000e-01  9.00000000e-01 
 1.21000000e-01  6.05259101e-08  1.21000000e-01  9.00000000e-01 
 1.22000000e-01  6.05259177e-08  1.22000000e-01  9.00000000e-01 
 1.23000000e-01  6.05259236e-08  1.23000000e-01  9.00000000e-01 
 1.24000000e-01  6.05259309e-08  1.24000000e-01  9.00000000e-01 
 1.25000000e-01  6.05259369e-08  1.25000000e-01  9.00000000e-01 
 1.26000000e-01  6.05259415e-08  1.26000000e-01  9.00000000e-01 
 1.27000000e-01  6.05259486e-08  1.27000000e-01  9.00000000e-01 
 1.28000000e-01  6.05259560e-08  1.28000000e-01  9.00000000e-01 
 1.29000000e-01  6.05259624e-08  1.29000000e-01  9.00000000e-01 
 1.30000000e-01  6.05259700e-08  1.30000000e-01  9.00000000e-01 
 1.31000000e-01  6.05259777e-08  1.31000000e-01  9.00000000e-01 
 1.32000000e-01  6.05259841e-08  1.32000000e-01  9.00000000e-01 
 1.33000000e-01  6.05259925e-08  1.33000000e-01  9.00000000e-01 
 1.34000000e-01  6.05260003e-08  1.34000000e-01  9.00000000e-01 
 1.35000000e-01  6.05260073e-08  1.35000000e-01  9.00000000e-01 
 1.36000000e-01  6.05260165e-08  1.36000000e-01  9.00000000e-01 
 1.37000000e-01  6.05260247e-08  1.37000000e-01  9.00000000e-01 
 1.38000000e-01  6.05260345e-08  1.38000000e-01  9.00000000e-01 
 1.39000000e-01  6.05260435e-08  1.39000000e-01  9.00000000e-01 
 1.40000000e-01  6.05260522e-08  1.40000000e-01  9.00000000e-01 
 1.41000000e-01  6.05260613e-08  1.41000000e-01  9.00000000e-01 
 1.42000000e-01  6.05260726e-08  1.42000000e-01  9.00000000e-01 
 1.43000000e-01  6.05260818e-08  1.43000000e-01  9.00000000e-01 
 1.44000000e-01  6.05260923e-08  1.44000000e-01  9.00000000e-01 
 1.45000000e-01  6.05261036e-08  1.45000000e-01  9.00000000e-01 
 1.46000000e-01  6.05261141e-08  1.46000000e-01  9.00000000e-01 
 1.47000000e-01  6.05261261e-08  1.47000000e-01  9.00000000e-01 
 1.48000000e-01  6.05261366e-08  1.48000000e-01  9.00000000e-01 
 1.49000000e-01  6.05261498e-08  1.49000000e-01  9.00000000e-01 
 1.50000000e-01  6.05261595e-08  1.50000000e-01  9.00000000e-01 
 1.51000000e-01  6.05261731e-08  1.51000000e-01  9.00000000e-01 
 1.52000000e-01  6.05261867e-08  1.52000000e-01  9.00000000e-01 
 1.53000000e-01  6.05262011e-08  1.53000000e-01  9.00000000e-01 
 1.54000000e-01  6.05262133e-08  1.54000000e-01  9.00000000e-01 
 1.55000000e-01  6.05262264e-08  1.55000000e-01  9.00000000e-01 
 1.56000000e-01  6.05262422e-08  1.56000000e-01  9.00000000e-01 
 1.57000000e-01  6.05262559e-08  1.57000000e-01  9.00000000e-01 
 1.58000000e-01  6.05262710e-08  1.58000000e-01  9.00000000e-01 
 1.59000000e-01  6.05262874e-08  1.59000000e-01  9.00000000e-01 
 1.60000000e-01  6.05263032e-08  1.60000000e-01  9.00000000e-01 
 1.61000000e-01  6.05263189e-08  1.61000000e-01  9.00000000e-01 
 1.62000000e-01  6.05263384e-08  1.62000000e-01  9.00000000e-01 
 1.63000000e-01  6.05263544e-08  1.63000000e-01  9.00000000e-01 
 1.64000000e-01  6.05263720e-08  1.64000000e-01  9.00000000e-01 
 1.65000000e-01  6.05263890e-08  1.65000000e-01  9.00000000e-01 
 1.66000000e-01  6.05264123e-08  1.66000000e-01  9.00000000e-01 
 1.67000000e-01  6.05264294e-08  1.67000000e-01  9.00000000e-01 
 1.68000000e-01  6.05264491e-08  1.68000000e-01  9.00000000e-01 
 1.69000000e-01  6.05264706e-08  1.69000000e-01  9.00000000e-01 
 1.70000000e-01  6.05264908e-08  1.70000000e-01  9.00000000e-01 
 1.71000000e-01  6.05265118e-08  1.71000000e-01  9.00000000e-01 
 1.72000000e-01  6.05265329e-08  1.72000000e-01  9.00000000e-01 
 1.73000000e-01  6.05265573e-08  1.73000000e-01  9.00000000e-01 
 1.74000000e-01  6.05265807e-08  1.74000000e-01  9.00000000e-01 
 1.75000000e-01  6.05266048e-08  1.75000000e-01  9.00000000e-01 
 1.76000000e-01  6.05266301e-08  1.76000000e-01  9.00000000e-01 
 1.77000000e-01  6.05266552e-08  1.77000000e-01  9.00000000e-01 
 1.78000000e-01  6.05266811e-08  1.78000000e-01  9.00000000e-01 
 1.79000000e-01  6.05267076e-08  1.79000000e-01  9.00000000e-01 
 1.80000000e-01  6.05267355e-08  1.80000000e-01  9.00000000e-01 
 1.81000000e-01  6.05267647e-08  1.81000000e-01  9.00000000e-01 
 1.82000000e-01  6.05267937e-08  1.82000000e-01  9.00000000e-01 
 1.83000000e-01  6.05268229e-08  1.83000000e-01  9.00000000e-01 
 1.84000000e-01  6.05268537e-08  1.84000000e-01  9.00000000e-01 
 1.85000000e-01  6.05268843e-08  1.85000000e-01  9.00000000e-01 
 1.86000000e-01  6.05269179e-08  1.86000000e-01  9.00000000e-01 
 1.87000000e-01  6.05269507e-08  1.87000000e-01  9.00000000e-01 
 1.88000000e-01  6.05269864e-08  1.88000000e-01  9.00000000e-01 
 1.89000000e-01  6.05270211e-08  1.89000000e-01  9.00000000e-01 
 1.90000000e-01  6.05270566e-08  1.90000000e-01  9.00000000e-01 
 1.91000000e-01  6.05270937e-08  1.91000000e-01  9.00000000e-01 
 1.92000000e-01  6.05271324e-08  1.92000000e-01  9.00000000e-01 
 1.93000000e-01  6.05271710e-08  1.93000000e-01  9.00000000e-01 
 1.94000000e-01  6.05272141e-08  1.94000000e-01  9.00000000e-01 
 1.95000000e-01  6.05272537e-08  1.95000000e-01  9.00000000e-01 
 1.96000000e-01  6.05272958e-08  1.96000000e-01  9.00000000e-01 
 1.97000000e-01  6.05273395e-08  1.97000000e-01  9.00000000e-01 
 1.98000000e-01  6.05273848e-08  1.98000000e-01  9.00000000e-01 
 1.99000000e-01  6.05274311e-08  1.99000000e-01  9.00000000e-01 
 2.00000000e-01  6.05274777e-08  2.00000000e-01  9.00000000e-01 
 2.01000000e-01  6.05275281e-08  2.01000000e-01  9.00000000e-01 
 2.02000000e-01  6.05275790e-08  2.02000000e-01  9.00000000e-01 
 2.03000000e-01  6.05276303e-08  2.03000000e-01  9.00000000e-01 
 2.04000000e-01  6.05276827e-08  2.04000000e-01  9.00000000e-01 
 2.05000000e-01  6.05277366e-08  2.05000000e-01  9.00000000e-01 
 2.06000000e-01  6.05277932e-08  2.06000000e-01  9.00000000e-01 
 2.07000000e-01  6.05278494e-08  2.07000000e-01  9.00000000e-01 
 2.08000000e-01  6.05279091e-08  2.08000000e-01  9.00000000e-01 
 2.09000000e-01  6.05279691e-08  2.09000000e-01  9.00000000e-01 
 2.10000000e-01  6.05280323e-08  2.10000000e-01  9.00000000e-01 
 2.11000000e-01  6.05280953e-08  2.11000000e-01  9.00000000e-01 
 2.12000000e-01  6.05281614e-08  2.12000000e-01  9.00000000e-01 
 2.13000000e-01  6.05282306e-08  2.13000000e-01  9.00000000e-01 
 2.14000000e-01  6.05282986e-08  2.14000000e-01  9.00000000e-01 
 2.15000000e-01  6.05283699e-08  2.15000000e-01  9.00000000e-01 
 2.16000000e-01  6.05284445e-08  2.16000000e-01  9.00000000e-01 
 2.17000000e-01  6.05285175e-08  2.17000000e-01  9.00000000e-01 
 2.18000000e-01  6.05285965e-08  2.18000000e-01  9.00000000e-01 
 2.19000000e-01  6.05286763e-08  2.19000000e-01  9.00000000e-01 
 2.20000000e-01  6.05287568e-08  2.20000000e-01  9.00000000e-01 
 2.21000000e-01  6.05288419e-08  2.21000000e-01  9.00000000e-01 
 2.22000000e-01  6.05289274e-08  2.22000000e-01  9.00000000e-01 
 2.23000000e-01  6.05290169e-08  2.23000000e-01  9.00000000e-01 
 2.24000000e-01  6.05291073e-08  2.24000000e-01  9.00000000e-01 
 2.25000000e-01  6.05292008e-08  2.25000000e-01  9.00000000e-01 
 2.26000000e-01  6.05292971e-08  2.26000000e-01  9.00000000e-01 
 2.27000000e-01  6.05293951e-08  2.27000000e-01  9.00000000e-01 
 2.28000000e-01  6.05294963e-08  2.28000000e-01  9.00000000e-01 
 2.29000000e-01  6.05296014e-08  2.29000000e-01  9.00000000e-01 
 2.30000000e-01  6.05297068e-08  2.30000000e-01  9.00000000e-01 
 2.31000000e-01  6.05298184e-08  2.31000000e-01  9.00000000e-01 
 2.32000000e-01  6.05299306e-08  2.32000000e-01  9.00000000e-01 
 2.33000000e-01  6.05300464e-08  2.33000000e-01  9.00000000e-01 
 2.34000000e-01  6.05301673e-08  2.34000000e-01  9.00000000e-01 
 2.35000000e-01  6.05302896e-08  2.35000000e-01  9.00000000e-01 
 2.36000000e-01  6.05304163e-08  2.36000000e-01  9.00000000e-01 
 2.37000000e-01  6.05305453e-08  2.37000000e-01  9.00000000e-01 
 2.38000000e-01  6.05306771e-08  2.38000000e-01  9.00000000e-01 
 2.39000000e-01  6.05308138e-08  2.39000000e-01  9.00000000e-01 
 2.40000000e-01  6.05309552e-08  2.40000000e-01  9.00000000e-01 
 2.41000000e-01  6.05310990e-08  2.41000000e-01  9.00000000e-01 
 2.42000000e-01  6.05312462e-08  2.42000000e-01  9.00000000e-01 
 2.43000000e-01  6.05313988e-08  2.43000000e-01  9.00000000e-01 
 2.44000000e-01  6.05315568e-08  2.44000000e-01  9.00000000e-01 
 2.45000000e-01  6.05317161e-08  2.45000000e-01  9.00000000e-01 
 2.46000000e-01  6.05318814e-08  2.46000000e-01  9.00000000e-01 
 2.47000000e-01  6.05320510e-08  2.47000000e-01  9.00000000e-01 
 2.48000000e-01  6.05322246e-08  2.48000000e-01  9.00000000e-01 
 2.49000000e-01  6.05324036e-08  2.49000000e-01  9.00000000e-01 
 2.50000000e-01  6.05325878e-08  2.50000000e-01  9.00000000e-01 
 2.51000000e-01  6.05327782e-08  2.51000000e-01  9.00000000e-01 
 2.52000000e-01  6.05329711e-08  2.52000000e-01  9.00000000e-01 
 2.53000000e-01  6.05331713e-08  2.53000000e-01  9.00000000e-01 
 2.54000000e-01  6.05333770e-08  2.54000000e-01  9.00000000e-01 
 2.55000000e-01  6.05335883e-08  2.55000000e-01  9.00000000e-01 
 2.56000000e-01  6.05338028e-08  2.56000000e-01  9.00000000e-01 
 2.57000000e-01  6.05340243e-08  2.57000000e-01  9.00000000e-01 
 2.58000000e-01  6.05342525e-08  2.58000000e-01  9.00000000e-01 
 2.59000000e-01  6.05344886e-08  2.59000000e-01  9.00000000e-01 
 2.60000000e-01  6.05347296e-08  2.60000000e-01  9.00000000e-01 
 2.61000000e-01  6.05349775e-08  2.61000000e-01  9.00000000e-01 
 2.62000000e-01  6.05352309e-08  2.62000000e-01  9.00000000e-01 
 2.63000000e-01  6.05354937e-08  2.63000000e-01  9.00000000e-01 
 2.64000000e-01  6.05357612e-08  2.64000000e-01  9.00000000e-01 
 2.65000000e-01  6.05360378e-08  2.65000000e-01  9.00000000e-01 
 2.66000000e-01  6.05363198e-08  2.66000000e-01  9.00000000e-01 
 2.67000000e-01  6.05366123e-08  2.67000000e-01  9.00000000e-01 
 2.68000000e-01  6.05369119e-08  2.68000000e-01  9.00000000e-01 
 2.69000000e-01  6.05372173e-08  2.69000000e-01  9.00000000e-01 
 2.70000000e-01  6.05375351e-08  2.70000000e-01  9.00000000e-01 
 2.71000000e-01  6.05378581e-08  2.71000000e-01  9.00000000e-01 
 2.72000000e-01  6.05381917e-08  2.72000000e-01  9.00000000e-01 
 2.73000000e-01  6.05385344e-08  2.73000000e-01  9.00000000e-01 
 2.74000000e-01  6.05388869e-08  2.74000000e-01  9.00000000e-01 
 2.75000000e-01  6.05392470e-08  2.75000000e-01  9.00000000e-01 
 2.76000000e-01  6.05396200e-08  2.76000000e-01  9.00000000e-01 
 2.77000000e-01  6.05399989e-08  2.77000000e-01  9.00000000e-01 
 2.78000000e-01  6.05403923e-08  2.78000000e-01  9.00000000e-01 
 2.79000000e-01  6.05407933e-08  2.79000000e-01  9.00000000e-01 
 2.80000000e-01  6.05412064e-08  2.80000000e-01  9.00000000e-01 
 2.81000000e-01  6.05416325e-08  2.81000000e-01  9.00000000e-01 
 2.82000000e-01  6.05420676e-08  2.82000000e-01  9.00000000e-01 
 2.83000000e-01  6.05425170e-08  2.83000000e-01  9.00000000e-01 
 2.84000000e-01  6.05429765e-08  2.84000000e-01  9.00000000e-01 
 2.85000000e-01  6.05434510e-08  2.85000000e-01  9.00000000e-01 
 2.86000000e-01  6.05439353e-08  2.86000000e-01  9.00000000e-01 
 2.87000000e-01  6.05444353e-08  2.87000000e-01  9.00000000e-01 
 2.88000000e-01  6.05449481e-08  2.88000000e-01  9.00000000e-01 
 2.89000000e-01  6.05454767e-08  2.89000000e-01  9.00000000e-01 
 2.90000000e-01  6.05460175e-08  2.90000000e-01  9.00000000e-01 
 2.91000000e-01  6.05465726e-08  2.91000000e-01  9.00000000e-01 
 2.92000000e-01  6.05471426e-08  2.92000000e-01  9.00000000e-01 
 2.93000000e-01  6.05477290e-08  2.93000000e-01  9.00000000e-01 
 2.94000000e-01  6.05483327e-08  2.94000000e-01  9.00000000e-01 
 2.95000000e-01  6.05489509e-08  2.95000000e-01  9.00000000e-01 
 2.96000000e-01  6.05495868e-08  2.96000000e-01  9.00000000e-01 
 2.97000000e-01  6.05502405e-08  2.97000000e-01  9.00000000e-01 
 2.98000000e-01  6.05509114e-08  2.98000000e-01  9.00000000e-01 
 2.99000000e-01  6.05516010e-08  2.99000000e-01  9.00000000e-01 
 3.00000000e-01  6.05523080e-08  3.00000000e-01  9.00000000e-01 
 3.01000000e-01  6.05530362e-08  3.01000000e-01  9.00000000e-01 
 3.02000000e-01  6.05537821e-08  3.02000000e-01  9.00000000e-01 
 3.03000000e-01  6.05545501e-08  3.03000000e-01  9.00000000e-01 
 3.04000000e-01  6.05553376e-08  3.04000000e-01  9.00000000e-01 
 3.05000000e-01  6.05561463e-08  3.05000000e-01  9.00000000e-01 
 3.06000000e-01  6.05569806e-08  3.06000000e-01  9.00000000e-01 
 3.07000000e-01  6.05578321e-08  3.07000000e-01  9.00000000e-01 
 3.08000000e-01  6.05587101e-08  3.08000000e-01  9.00000000e-01 
 3.09000000e-01  6.05596114e-08  3.09000000e-01  9.00000000e-01 
 3.10000000e-01  6.05605376e-08  3.10000000e-01  9.00000000e-01 
 3.11000000e-01  6.05614867e-08  3.11000000e-01  9.00000000e-01 
 3.12000000e-01  6.05624619e-08  3.12000000e-01  9.00000000e-01 
 3.13000000e-01  6.05634673e-08  3.13000000e-01  9.00000000e-01 
 3.14000000e-01  6.05644953e-08  3.14000000e-01  9.00000000e-01 
 3.15000000e-01  6.05655539e-08  3.15000000e-01  9.00000000e-01 
 3.16000000e-01  6.05666391e-08  3.16000000e-01  9.00000000e-01 
 3.17000000e-01  6.05677582e-08  3.17000000e-01  9.00000000e-01 
 3.18000000e-01  6.05689027e-08  3.18000000e-01  9.00000000e-01 
 3.19000000e-01  6.05700780e-08  3.19000000e-01  9.00000000e-01 
 3.20000000e-01  6.05712886e-08  3.20000000e-01  9.00000000e-01 
 3.21000000e-01  6.05725305e-08  3.21000000e-01  9.00000000e-01 
 3.22000000e-01  6.05738037e-08  3.22000000e-01  9.00000000e-01 
 3.23000000e-01  6.05751158e-08  3.23000000e-01  9.00000000e-01 
 3.24000000e-01  6.05764589e-08  3.24000000e-01  9.00000000e-01 
 3.25000000e-01  6.05778404e-08  3.25000000e-01  9.00000000e-01 
 3.26000000e-01  6.05792585e-08  3.26000000e-01  9.00000000e-01 
 3.27000000e-01  6.05807149e-08  3.27000000e-01  9.00000000e-01 
 3.28000000e-01  6.05822111e-08  3.28000000e-01  9.00000000e-01 
 3.29000000e-01  6.05837466e-08  3.29000000e-01  9.00000000e-01 
 3.30000000e-01  6.05853232e-08  3.30000000e-01  9.00000000e-01 
 3.31000000e-01  6.05869436e-08  3.31000000e-01  9.00000000e-01 
 3.32000000e-01  6.05886075e-08  3.32000000e-01  9.00000000e-01 
 3.33000000e-01  6.05903149e-08  3.33000000e-01  9.00000000e-01 
 3.34000000e-01  6.05920688e-08  3.34000000e-01  9.00000000e-01 
 3.35000000e-01  6.05938709e-08  3.35000000e-01  9.00000000e-01 
 3.36000000e-01  6.05957188e-08  3.36000000e-01  9.00000000e-01 
 3.37000000e-01  6.05976186e-08  3.37000000e-01  9.00000000e-01 
 3.38000000e-01  6.05995686e-08  3.38000000e-01  9.00000000e-01 
 3.39000000e-01  6.06015707e-08  3.39000000e-01  9.00000000e-01 
 3.40000000e-01  6.06036248e-08  3.40000000e-01  9.00000000e-01 
 3.41000000e-01  6.06057367e-08  3.41000000e-01  9.00000000e-01 
 3.42000000e-01  6.06079025e-08  3.42000000e-01  9.00000000e-01 
 3.43000000e-01  6.06101288e-08  3.43000000e-01  9.00000000e-01 
 3.44000000e-01  6.06124111e-08  3.44000000e-01  9.00000000e-01 
 3.45000000e-01  6.06147569e-08  3.45000000e-01  9.00000000e-01 
 3.46000000e-01  6.06171647e-08  3.46000000e-01  9.00000000e-01 
 3.47000000e-01  6.06196354e-08  3.47000000e-01  9.00000000e-01 
 3.48000000e-01  6.06221733e-08  3.48000000e-01  9.00000000e-01 
 3.49000000e-01  6.06247801e-08  3.49000000e-01  9.00000000e-01 
 3.50000000e-01  6.06274524e-08  3.50000000e-01  9.00000000e-01 
 3.51000000e-01  6.06301988e-08  3.51000000e-01  9.00000000e-01 
 3.52000000e-01  6.06330167e-08  3.52000000e-01  9.00000000e-01 
 3.53000000e-01  6.06359086e-08  3.53000000e-01  9.00000000e-01 
 3.54000000e-01  6.06388781e-08  3.54000000e-01  9.00000000e-01 
 3.55000000e-01  6.06419260e-08  3.55000000e-01  9.00000000e-01 
 3.56000000e-01  6.06450550e-08  3.56000000e-01  9.00000000e-01 
 3.57000000e-01  6.06482680e-08  3.57000000e-01  9.00000000e-01 
 3.58000000e-01  6.06515617e-08  3.58000000e-01  9.00000000e-01 
 3.59000000e-01  6.06549448e-08  3.59000000e-01  9.00000000e-01 
 3.60000000e-01  6.06584183e-08  3.60000000e-01  9.00000000e-01 
 3.61000000e-01  6.06619823e-08  3.61000000e-01  9.00000000e-01 
 3.62000000e-01  6.06656377e-08  3.62000000e-01  9.00000000e-01 
 3.63000000e-01  6.06693893e-08  3.63000000e-01  9.00000000e-01 
 3.64000000e-01  6.06732426e-08  3.64000000e-01  9.00000000e-01 
 3.65000000e-01  6.06771940e-08  3.65000000e-01  9.00000000e-01 
 3.66000000e-01  6.06812515e-08  3.66000000e-01  9.00000000e-01 
 3.67000000e-01  6.06854123e-08  3.67000000e-01  9.00000000e-01 
 3.68000000e-01  6.06896841e-08  3.68000000e-01  9.00000000e-01 
 3.69000000e-01  6.06940643e-08  3.69000000e-01  9.00000000e-01 
 3.70000000e-01  6.06985620e-08  3.70000000e-01  9.00000000e-01 
 3.71000000e-01  6.07031733e-08  3.71000000e-01  9.00000000e-01 
 3.72000000e-01  6.07079067e-08  3.72000000e-01  9.00000000e-01 
 3.73000000e-01  6.07127629e-08  3.73000000e-01  9.00000000e-01 
 3.74000000e-01  6.07177441e-08  3.74000000e-01  9.00000000e-01 
 3.75000000e-01  6.07228559e-08  3.75000000e-01  9.00000000e-01 
 3.76000000e-01  6.07280985e-08  3.76000000e-01  9.00000000e-01 
 3.77000000e-01  6.07334754e-08  3.77000000e-01  9.00000000e-01 
 3.78000000e-01  6.07389931e-08  3.78000000e-01  9.00000000e-01 
 3.79000000e-01  6.07446505e-08  3.79000000e-01  9.00000000e-01 
 3.80000000e-01  6.07504541e-08  3.80000000e-01  9.00000000e-01 
 3.81000000e-01  6.07564049e-08  3.81000000e-01  9.00000000e-01 
 3.82000000e-01  6.07625093e-08  3.82000000e-01  9.00000000e-01 
 3.83000000e-01  6.07687697e-08  3.83000000e-01  9.00000000e-01 
 3.84000000e-01  6.07751912e-08  3.84000000e-01  9.00000000e-01 
 3.85000000e-01  6.07817733e-08  3.85000000e-01  9.00000000e-01 
 3.86000000e-01  6.07885250e-08  3.86000000e-01  9.00000000e-01 
 3.87000000e-01  6.07954475e-08  3.87000000e-01  9.00000000e-01 
 3.88000000e-01  6.08025443e-08  3.88000000e-01  9.00000000e-01 
 3.89000000e-01  6.08098216e-08  3.89000000e-01  9.00000000e-01 
 3.90000000e-01  6.08172816e-08  3.90000000e-01  9.00000000e-01 
 3.91000000e-01  6.08249295e-08  3.91000000e-01  9.00000000e-01 
 3.92000000e-01  6.08327683e-08  3.92000000e-01  9.00000000e-01 
 3.93000000e-01  6.08408052e-08  3.93000000e-01  9.00000000e-01 
 3.94000000e-01  6.08490423e-08  3.94000000e-01  9.00000000e-01 
 3.95000000e-01  6.08574832e-08  3.95000000e-01  9.00000000e-01 
 3.96000000e-01  6.08661364e-08  3.96000000e-01  9.00000000e-01 
 3.97000000e-01  6.08750030e-08  3.97000000e-01  9.00000000e-01 
 3.98000000e-01  6.08840897e-08  3.98000000e-01  9.00000000e-01 
 3.99000000e-01  6.08934012e-08  3.99000000e-01  9.00000000e-01 
 4.00000000e-01  6.09029435e-08  4.00000000e-01  9.00000000e-01 
 4.01000000e-01  6.09127157e-08  4.01000000e-01  9.00000000e-01 
 4.02000000e-01  6.09227313e-08  4.02000000e-01  9.00000000e-01 
 4.03000000e-01  6.09329885e-08  4.03000000e-01  9.00000000e-01 
 4.04000000e-01  6.09434996e-08  4.04000000e-01  9.00000000e-01 
 4.05000000e-01  6.09542627e-08  4.05000000e-01  9.00000000e-01 
 4.06000000e-01  6.09652873e-08  4.06000000e-01  9.00000000e-01 
 4.07000000e-01  6.09765774e-08  4.07000000e-01  9.00000000e-01 
 4.08000000e-01  6.09881400e-08  4.08000000e-01  9.00000000e-01 
 4.09000000e-01  6.09999804e-08  4.09000000e-01  9.00000000e-01 
 4.10000000e-01  6.10121046e-08  4.10000000e-01  9.00000000e-01 
 4.11000000e-01  6.10245154e-08  4.11000000e-01  9.00000000e-01 
 4.12000000e-01  6.10372227e-08  4.12000000e-01  9.00000000e-01 
 4.13000000e-01  6.10502292e-08  4.13000000e-01  9.00000000e-01 
 4.14000000e-01  6.10635417e-08  4.14000000e-01  9.00000000e-01 
 4.15000000e-01  6.10771669e-08  4.15000000e-01  9.00000000e-01 
 4.16000000e-01  6.10911133e-08  4.16000000e-01  9.00000000e-01 
 4.17000000e-01  6.11053826e-08  4.17000000e-01  9.00000000e-01 
 4.18000000e-01  6.11199823e-08  4.18000000e-01  9.00000000e-01 
 4.19000000e-01  6.11349199e-08  4.19000000e-01  9.00000000e-01 
 4.20000000e-01  6.11502017e-08  4.20000000e-01  9.00000000e-01 
 4.21000000e-01  6.11658336e-08  4.21000000e-01  9.00000000e-01 
 4.22000000e-01  6.11818214e-08  4.22000000e-01  9.00000000e-01 
 4.23000000e-01  6.11981718e-08  4.23000000e-01  9.00000000e-01 
 4.24000000e-01  6.12148922e-08  4.24000000e-01  9.00000000e-01 
 4.25000000e-01  6.12319880e-08  4.25000000e-01  9.00000000e-01 
 4.26000000e-01  6.12494661e-08  4.26000000e-01  9.00000000e-01 
 4.27000000e-01  6.12673337e-08  4.27000000e-01  9.00000000e-01 
 4.28000000e-01  6.12855950e-08  4.28000000e-01  9.00000000e-01 
 4.29000000e-01  6.13042630e-08  4.29000000e-01  9.00000000e-01 
 4.30000000e-01  6.13233359e-08  4.30000000e-01  9.00000000e-01 
 4.31000000e-01  6.13428255e-08  4.31000000e-01  9.00000000e-01 
 4.32000000e-01  6.13627353e-08  4.32000000e-01  9.00000000e-01 
 4.33000000e-01  6.13830760e-08  4.33000000e-01  9.00000000e-01 
 4.34000000e-01  6.14038508e-08  4.34000000e-01  9.00000000e-01 
 4.35000000e-01  6.14250678e-08  4.35000000e-01  9.00000000e-01 
 4.36000000e-01  6.14467310e-08  4.36000000e-01  9.00000000e-01 
 4.37000000e-01  6.14688508e-08  4.37000000e-01  9.00000000e-01 
 4.38000000e-01  6.14914297e-08  4.38000000e-01  9.00000000e-01 
