 v-sweep         v(V1)           v(V2)           i(Vdd3)        
 1.47000000e+00  1.47000000e+00  7.00000000e-01  7.56485193e-07 
 1.48000000e+00  1.48000000e+00  7.00000000e-01  7.56485640e-07 
 1.49000000e+00  1.49000000e+00  7.00000000e-01  7.56486052e-07 
 1.50000000e+00  1.50000000e+00  7.00000000e-01  7.56486443e-07 
 1.51000000e+00  1.51000000e+00  7.00000000e-01  7.56486855e-07 
 1.52000000e+00  1.52000000e+00  7.00000000e-01  7.56487239e-07 
 1.53000000e+00  1.53000000e+00  7.00000000e-01  7.56487609e-07 
 1.54000000e+00  1.54000000e+00  7.00000000e-01  7.56487985e-07 
 1.55000000e+00  1.55000000e+00  7.00000000e-01  7.56488312e-07 
 1.56000000e+00  1.56000000e+00  7.00000000e-01  7.56488653e-07 
 1.57000000e+00  1.57000000e+00  7.00000000e-01  7.56488973e-07 
 1.58000000e+00  1.58000000e+00  7.00000000e-01  7.56489300e-07 
 1.59000000e+00  1.59000000e+00  7.00000000e-01  7.56489605e-07 
 1.60000000e+00  1.60000000e+00  7.00000000e-01  7.56489875e-07 
 1.61000000e+00  1.61000000e+00  7.00000000e-01  7.56490216e-07 
 1.62000000e+00  1.62000000e+00  7.00000000e-01  7.56490437e-07 
 1.63000000e+00  1.63000000e+00  7.00000000e-01  7.56490735e-07 
 1.64000000e+00  1.64000000e+00  7.00000000e-01  7.56491012e-07 
 1.65000000e+00  1.65000000e+00  7.00000000e-01  7.56491261e-07 
 1.66000000e+00  1.66000000e+00  7.00000000e-01  7.56491488e-07 
 1.67000000e+00  1.67000000e+00  7.00000000e-01  7.56491758e-07 
 1.68000000e+00  1.68000000e+00  7.00000000e-01  7.56491971e-07 
 1.69000000e+00  1.69000000e+00  7.00000000e-01  7.56492192e-07 
 1.70000000e+00  1.70000000e+00  7.00000000e-01  7.56492426e-07 
 1.71000000e+00  1.71000000e+00  7.00000000e-01  7.56492646e-07 
 1.72000000e+00  1.72000000e+00  7.00000000e-01  7.56492881e-07 
 1.73000000e+00  1.73000000e+00  7.00000000e-01  7.56493030e-07 
 1.74000000e+00  1.74000000e+00  7.00000000e-01  7.56493279e-07 
 1.75000000e+00  1.75000000e+00  7.00000000e-01  7.56493471e-07 
 1.76000000e+00  1.76000000e+00  7.00000000e-01  7.56493634e-07 
 1.77000000e+00  1.77000000e+00  7.00000000e-01  7.56493826e-07 
 1.78000000e+00  1.78000000e+00  7.00000000e-01  7.56493996e-07 
 1.79000000e+00  1.79000000e+00  7.00000000e-01  7.56494174e-07 
 1.80000000e+00  1.80000000e+00  7.00000000e-01  7.56494394e-07 
